qseqid,sseqid,pident,qstart,qend,sstart,send,evalue,bitscore,length,qlen,qcovs,slen
Seq_238_LinJ.19,LinJ.34,80.0,52,102,1291982,1292035,0.036,36.2,55,109,97,1852095
Seq_238_LinJ.19,LinJ.31,87.5,77,107,1419783,1419813,0.036,36.2,32,109,100,1529246
Seq_238_LinJ.19,LinJ.08,95.652,5,27,65252,65273,0.036,36.2,23,109,61,515747
Seq_239_LinJ.19,LinJ.28,90.0,37,66,788068,788042,0.036,36.2,30,109,55,1205031
Seq_239_LinJ.19,LinJ.19,95.455,45,66,618147,618168,0.036,36.2,22,109,100,706124
Seq_239_LinJ.19,LinJ.19,95.455,45,66,608332,608353,0.036,36.2,22,109,100,706124
Seq_239_LinJ.19,LinJ.21,85.294,75,108,86703,86736,0.036,36.2,34,109,98,764861
Seq_239_LinJ.19,LinJ.26,82.927,70,109,793474,793514,0.036,36.2,41,109,100,1055293
Seq_239_LinJ.19,LinJ.30,83.333,71,109,1128359,1128319,0.036,36.2,42,109,96,1353302
Seq_239_LinJ.19,LinJ.14,89.655,1,29,279645,279671,0.036,36.2,29,109,78,656132
Seq_239_LinJ.19,LinJ.28,90.0,37,66,895664,895690,0.036,36.2,30,109,55,1205031
Seq_239_LinJ.19,LinJ.26,82.927,70,109,786171,786211,0.036,36.2,41,109,100,1055293
Seq_239_LinJ.19,LinJ.14,89.655,1,29,265264,265238,0.036,36.2,29,109,78,656132
Seq_239_LinJ.19,LinJ.28,90.0,37,66,855500,855474,0.036,36.2,30,109,55,1205031
Seq_239_LinJ.19,LinJ.34,80.0,52,102,1291982,1292035,0.036,36.2,55,109,97,1852095
Seq_239_LinJ.19,LinJ.31,87.5,77,107,1419783,1419813,0.036,36.2,32,109,100,1529246
Seq_239_LinJ.19,LinJ.12,85.294,75,108,513178,513211,0.036,36.2,34,109,65,593475
Seq_239_LinJ.19,LinJ.30,87.097,77,107,344285,344315,0.036,36.2,31,109,96,1353302
Seq_238_LinJ.19,LinJ.19,95.455,45,66,618147,618168,0.036,36.2,22,109,100,706124
Seq_238_LinJ.19,LinJ.19,95.455,45,66,608332,608353,0.036,36.2,22,109,100,706124
Seq_239_LinJ.19,LinJ.31,92.0,1,25,818195,818171,0.036,36.2,25,109,100,1529246
Seq_238_LinJ.19,LinJ.28,90.0,37,66,836126,836100,0.036,36.2,30,109,55,1205031
Seq_238_LinJ.19,LinJ.28,90.0,37,66,855500,855474,0.036,36.2,30,109,55,1205031
Seq_238_LinJ.19,LinJ.31,92.0,1,25,767673,767649,0.036,36.2,25,109,100,1529246
Seq_238_LinJ.19,LinJ.31,92.0,1,25,752175,752151,0.036,36.2,25,109,100,1529246
Seq_236_LinJ.19,LinJ.34,80.0,55,105,1291982,1292035,0.037,36.2,55,112,97,1852095
Seq_236_LinJ.19,LinJ.25,74.737,23,112,761189,761280,0.037,36.2,95,112,97,895083
Seq_236_LinJ.19,LinJ.09,100.0,17,35,508432,508414,0.037,36.2,19,112,38,581924
Seq_236_LinJ.19,LinJ.14,89.286,1,28,265264,265237,0.037,36.2,28,112,80,656132
Seq_236_LinJ.19,LinJ.09,92.308,18,42,31724,31748,0.037,36.2,26,112,38,581924
Seq_236_LinJ.19,LinJ.31,92.0,1,25,767673,767649,0.037,36.2,25,112,100,1529246
Seq_236_LinJ.19,LinJ.02,89.655,17,44,59759,59786,0.037,36.2,29,112,55,356299
Seq_236_LinJ.19,LinJ.27,79.63,62,112,443170,443118,0.037,36.2,54,112,94,1175412
Seq_236_LinJ.19,LinJ.27,79.63,62,112,448844,448792,0.037,36.2,54,112,94,1175412
Seq_236_LinJ.19,LinJ.21,85.294,78,111,86703,86736,0.037,36.2,34,112,100,764861
Seq_236_LinJ.19,LinJ.12,85.294,78,111,513178,513211,0.037,36.2,34,112,50,593475
Seq_236_LinJ.19,LinJ.31,80.0,57,106,283351,283297,0.037,36.2,55,112,100,1529246
Seq_236_LinJ.19,LinJ.14,89.286,1,28,279645,279672,0.037,36.2,28,112,80,656132
Seq_236_LinJ.19,LinJ.36,89.655,11,38,2504263,2504290,0.037,36.2,29,112,100,2743073
Seq_236_LinJ.19,LinJ.20,95.455,91,112,717237,717216,0.037,36.2,22,112,57,731244
Seq_236_LinJ.19,LinJ.31,80.0,57,106,315097,315043,0.037,36.2,55,112,100,1529246
Seq_236_LinJ.19,LinJ.31,87.5,80,110,1419783,1419813,0.037,36.2,32,112,100,1529246
Seq_236_LinJ.19,LinJ.31,80.0,57,106,310957,310903,0.037,36.2,55,112,100,1529246
Seq_236_LinJ.19,LinJ.31,92.0,1,25,818195,818171,0.037,36.2,25,112,100,1529246
Seq_236_LinJ.19,LinJ.36,78.462,54,112,1549370,1549307,0.037,36.2,65,112,100,2743073
Seq_236_LinJ.19,LinJ.34,100.0,17,35,1500208,1500226,0.037,36.2,19,112,97,1852095
Seq_236_LinJ.19,LinJ.36,78.462,54,112,1566340,1566403,0.037,36.2,65,112,100,2743073
Seq_236_LinJ.19,LinJ.36,89.655,11,38,2533756,2533783,0.037,36.2,29,112,100,2743073
Seq_236_LinJ.19,LinJ.35,92.0,52,76,1321412,1321388,0.037,36.2,25,112,100,2019672
Seq_236_LinJ.19,LinJ.27,95.652,13,35,782741,782762,0.037,36.2,23,112,94,1175412
Seq_236_LinJ.19,LinJ.26,82.927,73,112,786171,786211,0.037,36.2,41,112,71,1055293
Seq_236_LinJ.19,LinJ.30,83.333,74,112,1128359,1128319,0.037,36.2,42,112,93,1353302
Seq_236_LinJ.19,LinJ.30,87.097,80,110,344285,344315,0.037,36.2,31,112,93,1353302
Seq_236_LinJ.19,LinJ.26,82.927,73,112,793474,793514,0.037,36.2,41,112,71,1055293
Seq_236_LinJ.19,LinJ.31,92.0,1,25,752175,752151,0.037,36.2,25,112,100,1529246
Seq_236_LinJ.19,LinJ.35,81.481,45,93,1721615,1721663,0.037,36.2,54,112,100,2019672
Seq_328_LinJ.27,LinJ.16,85.366,750,788,431145,431107,0.038,39.9,41,1220,5,688184
Seq_143_LinJ.12,LinJ.18,88.571,447,479,492542,492509,0.041,39.9,35,1301,8,720431
Seq_143_LinJ.12,LinJ.34,92.857,477,504,1265319,1265294,0.041,39.9,28,1301,7,1852095
Seq_143_LinJ.12,LinJ.34,92.857,477,504,1242108,1242083,0.041,39.9,28,1301,7,1852095
Seq_143_LinJ.12,LinJ.34,92.857,477,504,1271221,1271196,0.041,39.9,28,1301,7,1852095
Seq_143_LinJ.12,LinJ.34,92.857,477,504,1253557,1253532,0.041,39.9,28,1301,7,1852095
Seq_143_LinJ.12,LinJ.34,92.857,477,504,1277165,1277140,0.041,39.9,28,1301,7,1852095
Seq_143_LinJ.12,LinJ.34,92.857,477,504,1259444,1259419,0.041,39.9,28,1301,7,1852095
Seq_143_LinJ.12,LinJ.34,92.857,477,504,1247670,1247645,0.041,39.9,28,1301,7,1852095
Seq_140_LinJ.12,LinJ.34,92.857,795,822,1253557,1253532,0.049,39.9,28,1567,12,1852095
Seq_140_LinJ.12,LinJ.34,92.857,795,822,1271221,1271196,0.049,39.9,28,1567,12,1852095
Seq_140_LinJ.12,LinJ.34,92.857,795,822,1277165,1277140,0.049,39.9,28,1567,12,1852095
Seq_140_LinJ.12,LinJ.26,92.593,275,301,710702,710676,0.049,39.9,27,1567,15,1055293
Seq_140_LinJ.12,LinJ.05,83.721,329,371,133070,133111,0.049,39.9,43,1567,10,467714
Seq_140_LinJ.12,LinJ.34,92.857,795,822,1259444,1259419,0.049,39.9,28,1567,12,1852095
Seq_140_LinJ.12,LinJ.31,85.0,285,323,513825,513864,0.049,39.9,40,1567,9,1529246
Seq_140_LinJ.12,LinJ.34,92.857,795,822,1247670,1247645,0.049,39.9,28,1567,12,1852095
Seq_140_LinJ.12,LinJ.34,92.857,795,822,1242108,1242083,0.049,39.9,28,1567,12,1852095
Seq_140_LinJ.12,LinJ.34,92.857,795,822,1265319,1265294,0.049,39.9,28,1567,12,1852095
Seq_140_LinJ.12,LinJ.18,88.571,765,797,492542,492509,0.049,39.9,35,1567,8,720431
Seq_51_LinJ.08,LinJ.25,76.471,71,138,762071,762006,0.05,36.2,68,143,50,895083
Seq_51_LinJ.08,LinJ.14,81.818,61,104,316751,316709,0.05,36.2,44,143,99,656132
Seq_51_LinJ.08,LinJ.36,89.286,116,143,2308039,2308012,0.05,36.2,28,143,94,2743073
Seq_51_LinJ.08,LinJ.14,81.818,61,104,286355,286397,0.05,36.2,44,143,99,656132
Seq_371_LinJ.29,LinJ.15,100.0,69,88,351018,351037,0.054,38.1,20,492,14,650324
Seq_371_LinJ.29,LinJ.32,85.0,315,352,1407249,1407287,0.054,38.1,40,492,43,1544760
Seq_371_LinJ.29,LinJ.13,92.308,207,232,59803,59778,0.054,38.1,26,492,18,659814
Seq_371_LinJ.29,LinJ.32,85.0,315,352,1393160,1393198,0.054,38.1,40,492,43,1544760
Seq_371_LinJ.29,LinJ.26,95.652,205,227,744343,744365,0.054,38.1,23,492,22,1055293
Seq_210_LinJ.18,LinJ.20,72.263,20,153,46460,46328,0.055,36.2,137,155,87,731244
Seq_210_LinJ.18,LinJ.18,74.699,27,108,619285,619367,0.055,36.2,83,155,100,720431
Seq_210_LinJ.18,LinJ.36,75.0,27,105,814674,814596,0.055,36.2,80,155,71,2743073
Seq_210_LinJ.18,LinJ.23,77.419,93,153,491612,491673,0.055,36.2,62,155,54,786683
Seq_152_LinJ.12,LinJ.34,92.857,1099,1126,1265319,1265294,0.056,39.9,28,1773,12,1852095
Seq_152_LinJ.12,LinJ.34,92.857,1099,1126,1259444,1259419,0.056,39.9,28,1773,12,1852095
Seq_152_LinJ.12,LinJ.18,88.571,1069,1101,492542,492509,0.056,39.9,35,1773,8,720431
Seq_152_LinJ.12,LinJ.34,92.857,1099,1126,1277165,1277140,0.056,39.9,28,1773,12,1852095
Seq_152_LinJ.12,LinJ.34,92.857,1099,1126,1271221,1271196,0.056,39.9,28,1773,12,1852095
Seq_152_LinJ.12,LinJ.34,92.857,1099,1126,1253557,1253532,0.056,39.9,28,1773,12,1852095
Seq_152_LinJ.12,LinJ.34,92.857,1099,1126,1242108,1242083,0.056,39.9,28,1773,12,1852095
Seq_152_LinJ.12,LinJ.34,92.857,1099,1126,1247670,1247645,0.056,39.9,28,1773,12,1852095
Seq_136_LinJ.12,LinJ.34,92.857,795,822,1253557,1253532,0.059,39.9,28,1870,9,1852095
Seq_136_LinJ.12,LinJ.26,92.593,275,301,710702,710676,0.059,39.9,27,1870,14,1055293
Seq_136_LinJ.12,LinJ.34,92.857,795,822,1247670,1247645,0.059,39.9,28,1870,9,1852095
Seq_136_LinJ.12,LinJ.18,88.571,765,797,492542,492509,0.059,39.9,35,1870,9,720431
Seq_136_LinJ.12,LinJ.34,92.857,795,822,1242108,1242083,0.059,39.9,28,1870,9,1852095
Seq_136_LinJ.12,LinJ.31,85.0,285,323,513825,513864,0.059,39.9,40,1870,8,1529246
Seq_136_LinJ.12,LinJ.05,83.721,329,371,133070,133111,0.059,39.9,43,1870,9,467714
Seq_136_LinJ.12,LinJ.34,92.857,795,822,1277165,1277140,0.059,39.9,28,1870,9,1852095
Seq_136_LinJ.12,LinJ.34,92.857,795,822,1259444,1259419,0.059,39.9,28,1870,9,1852095
Seq_136_LinJ.12,LinJ.34,92.857,795,822,1265319,1265294,0.059,39.9,28,1870,9,1852095
Seq_136_LinJ.12,LinJ.34,92.857,795,822,1271221,1271196,0.059,39.9,28,1870,9,1852095
Seq_168_LinJ.13,LinJ.21,82.222,125,169,715359,715401,0.061,38.1,45,558,11,764861
Seq_168_LinJ.13,LinJ.02,75.294,1,81,74055,74139,0.061,38.1,85,558,15,356299
Seq_168_LinJ.13,LinJ.27,81.633,130,176,907129,907175,0.061,38.1,49,558,27,1175412
Seq_168_LinJ.13,LinJ.21,82.222,125,169,728044,728002,0.061,38.1,45,558,11,764861
Seq_168_LinJ.13,LinJ.08,92.593,127,151,503261,503235,0.061,38.1,27,558,15,515747
Seq_168_LinJ.13,LinJ.23,73.214,5,114,330917,331026,0.061,38.1,112,558,30,786683
Seq_168_LinJ.13,LinJ.28,89.655,128,156,836123,836151,0.061,38.1,29,558,29,1205031
Seq_168_LinJ.13,LinJ.19,95.833,224,247,388772,388794,0.061,38.1,24,558,28,706124
Seq_168_LinJ.13,LinJ.22,88.235,135,166,299713,299744,0.061,38.1,34,558,38,782154
Seq_168_LinJ.13,LinJ.08,92.593,127,151,487490,487464,0.061,38.1,27,558,15,515747
Seq_168_LinJ.13,LinJ.36,92.308,156,181,1863815,1863790,0.061,38.1,26,558,38,2743073
Seq_168_LinJ.13,LinJ.22,88.235,135,166,402630,402599,0.061,38.1,34,558,38,782154
Seq_168_LinJ.13,LinJ.02,75.294,1,81,98986,99070,0.061,38.1,85,558,15,356299
Seq_168_LinJ.13,LinJ.08,92.593,127,151,491206,491180,0.061,38.1,27,558,15,515747
Seq_168_LinJ.13,LinJ.14,73.529,5,105,551819,551718,0.061,38.1,102,558,28,656132
Seq_168_LinJ.13,LinJ.02,75.294,1,81,119308,119392,0.061,38.1,85,558,15,356299
Seq_168_LinJ.13,LinJ.02,75.294,1,81,123462,123546,0.061,38.1,85,558,15,356299
Seq_168_LinJ.13,LinJ.36,92.308,156,181,1808910,1808885,0.061,38.1,26,558,38,2743073
Seq_168_LinJ.13,LinJ.08,92.593,127,151,514152,514126,0.061,38.1,27,558,15,515747
Seq_147_LinJ.12,LinJ.34,92.857,1178,1205,1265319,1265294,0.062,39.9,28,1950,5,1852095
Seq_147_LinJ.12,LinJ.34,92.857,1178,1205,1271221,1271196,0.062,39.9,28,1950,5,1852095
Seq_147_LinJ.12,LinJ.26,92.593,692,718,710702,710676,0.062,39.9,27,1950,9,1055293
Seq_147_LinJ.12,LinJ.34,92.857,1178,1205,1277165,1277140,0.062,39.9,28,1950,5,1852095
Seq_147_LinJ.12,LinJ.34,92.857,1178,1205,1259444,1259419,0.062,39.9,28,1950,5,1852095
Seq_147_LinJ.12,LinJ.34,92.857,1178,1205,1253557,1253532,0.062,39.9,28,1950,5,1852095
Seq_147_LinJ.12,LinJ.31,85.0,702,740,513825,513864,0.062,39.9,40,1950,7,1529246
Seq_147_LinJ.12,LinJ.34,92.857,1178,1205,1242108,1242083,0.062,39.9,28,1950,5,1852095
Seq_147_LinJ.12,LinJ.34,92.857,1178,1205,1247670,1247645,0.062,39.9,28,1950,5,1852095
Seq_147_LinJ.12,LinJ.05,83.721,746,788,133070,133111,0.062,39.9,43,1950,5,467714
Seq_276_LinJ.24,LinJ.27,84.615,124,161,383412,383447,0.063,36.2,39,175,43,1175412
Seq_276_LinJ.24,LinJ.23,89.655,146,173,123492,123519,0.063,36.2,29,175,75,786683
Seq_276_LinJ.24,LinJ.27,84.615,124,161,377750,377715,0.063,36.2,39,175,43,1175412
Seq_276_LinJ.24,LinJ.23,89.655,146,173,210227,210254,0.063,36.2,29,175,75,786683
Seq_276_LinJ.24,LinJ.23,89.655,146,173,197993,197966,0.063,36.2,29,175,75,786683
Seq_276_LinJ.24,LinJ.27,81.633,124,171,551172,551128,0.063,36.2,49,175,43,1175412
Seq_276_LinJ.24,LinJ.31,89.655,148,175,1076062,1076035,0.063,36.2,29,175,91,1529246
Seq_276_LinJ.24,LinJ.23,89.655,146,173,160346,160373,0.063,36.2,29,175,75,786683
Seq_276_LinJ.24,LinJ.27,81.633,124,171,509424,509380,0.063,36.2,49,175,43,1175412
Seq_276_LinJ.24,LinJ.27,81.633,124,171,485020,485064,0.063,36.2,49,175,43,1175412
Seq_276_LinJ.24,LinJ.31,89.286,143,170,752039,752012,0.063,36.2,28,175,91,1529246
Seq_276_LinJ.24,LinJ.31,89.286,143,170,767537,767510,0.063,36.2,28,175,91,1529246
Seq_276_LinJ.24,LinJ.34,89.286,148,175,7275,7248,0.063,36.2,28,175,46,1852095
Seq_276_LinJ.24,LinJ.11,84.211,138,175,256905,256941,0.063,36.2,38,175,22,568611
Seq_276_LinJ.24,LinJ.11,84.211,138,175,269906,269942,0.063,36.2,38,175,22,568611
Seq_276_LinJ.24,LinJ.11,84.211,138,175,281031,281067,0.063,36.2,38,175,22,568611
Seq_276_LinJ.24,LinJ.23,89.655,146,173,116895,116868,0.063,36.2,29,175,75,786683
Seq_276_LinJ.24,LinJ.31,89.655,148,175,1085322,1085295,0.063,36.2,29,175,91,1529246
Seq_276_LinJ.24,LinJ.27,84.615,124,161,443093,443058,0.063,36.2,39,175,43,1175412
Seq_276_LinJ.24,LinJ.36,87.5,145,175,827226,827256,0.063,36.2,32,175,41,2743073
Seq_276_LinJ.24,LinJ.23,89.655,146,173,213019,212992,0.063,36.2,29,175,75,786683
Seq_276_LinJ.24,LinJ.30,79.31,1,58,489481,489532,0.063,36.2,58,175,71,1353302
Seq_276_LinJ.24,LinJ.34,89.286,148,175,3792,3819,0.063,36.2,28,175,46,1852095
Seq_276_LinJ.24,LinJ.34,89.286,148,175,2860,2833,0.063,36.2,28,175,46,1852095
Seq_276_LinJ.24,LinJ.10,80.769,124,174,164377,164424,0.063,36.2,52,175,74,588579
Seq_276_LinJ.24,LinJ.24,87.097,145,175,643641,643611,0.063,36.2,31,175,100,863815
Seq_276_LinJ.24,LinJ.33,78.947,17,71,312896,312950,0.063,36.2,57,175,70,1532318
Seq_276_LinJ.24,LinJ.33,78.947,17,71,294679,294733,0.063,36.2,57,175,70,1532318
Seq_276_LinJ.24,LinJ.27,84.615,124,161,397780,397745,0.063,36.2,39,175,43,1175412
Seq_276_LinJ.24,LinJ.30,79.31,1,58,361891,361942,0.063,36.2,58,175,71,1353302
Seq_276_LinJ.24,LinJ.34,89.286,148,175,11905,11878,0.063,36.2,28,175,46,1852095
Seq_276_LinJ.24,LinJ.36,80.392,125,175,2504540,2504493,0.063,36.2,51,175,41,2743073
Seq_276_LinJ.24,LinJ.36,80.392,125,175,2534033,2533986,0.063,36.2,51,175,41,2743073
Seq_50_LinJ.08,LinJ.33,80.392,9,59,81737,81689,0.063,38.1,51,573,13,1532318
Seq_50_LinJ.08,LinJ.31,92.593,262,287,329003,329029,0.063,38.1,27,573,17,1529246
Seq_50_LinJ.08,LinJ.25,83.333,15,54,449838,449797,0.063,38.1,42,573,12,895083
Seq_50_LinJ.08,LinJ.13,87.5,9,40,568601,568570,0.063,38.1,32,573,17,659814
Seq_50_LinJ.08,LinJ.23,79.365,224,283,380396,380338,0.063,38.1,63,573,10,786683
Seq_276_LinJ.24,LinJ.27,84.615,124,161,448767,448732,0.063,36.2,39,175,43,1175412
Seq_276_LinJ.24,LinJ.27,84.615,124,161,460185,460150,0.063,36.2,39,175,43,1175412
Seq_276_LinJ.24,LinJ.32,86.111,137,170,768780,768746,0.063,36.2,36,175,67,1544760
Seq_276_LinJ.24,LinJ.30,79.31,1,58,495655,495706,0.063,36.2,58,175,71,1353302
Seq_276_LinJ.24,LinJ.34,89.286,148,175,24978,25005,0.063,36.2,28,175,46,1852095
Seq_276_LinJ.24,LinJ.32,78.462,6,70,182282,182226,0.063,36.2,65,175,67,1544760
Seq_65_LinJ.08,LinJ.17,88.235,349,380,403283,403250,0.064,39.9,34,2015,6,690898
Seq_61_LinJ.08,LinJ.34,75.758,1686,1780,424553,424643,0.064,39.9,99,2018,91,1852095
Seq_61_LinJ.08,LinJ.34,75.758,1686,1780,428946,429036,0.064,39.9,99,2018,91,1852095
Seq_68_LinJ.08,LinJ.29,92.857,1775,1802,385822,385848,0.064,39.9,28,2014,52,1272419
Seq_68_LinJ.08,LinJ.17,88.235,348,379,403283,403250,0.064,39.9,34,2014,6,690898
Seq_68_LinJ.08,LinJ.34,75.758,1682,1776,424553,424643,0.064,39.9,99,2014,95,1852095
Seq_68_LinJ.08,LinJ.34,75.758,1682,1776,428946,429036,0.064,39.9,99,2014,95,1852095
Seq_68_LinJ.08,LinJ.34,75.758,1682,1776,442134,442224,0.064,39.9,99,2014,95,1852095
Seq_61_LinJ.08,LinJ.29,92.857,1779,1806,385822,385848,0.064,39.9,28,2018,49,1272419
Seq_61_LinJ.08,LinJ.17,88.235,349,380,403283,403250,0.064,39.9,34,2018,4,690898
Seq_65_LinJ.08,LinJ.29,92.857,1776,1803,385822,385848,0.064,39.9,28,2015,49,1272419
Seq_61_LinJ.08,LinJ.34,75.758,1686,1780,442134,442224,0.064,39.9,99,2018,91,1852095
Seq_65_LinJ.08,LinJ.34,75.758,1683,1777,424553,424643,0.064,39.9,99,2015,95,1852095
Seq_65_LinJ.08,LinJ.34,75.758,1683,1777,428946,429036,0.064,39.9,99,2015,95,1852095
Seq_65_LinJ.08,LinJ.34,75.758,1683,1777,442134,442224,0.064,39.9,99,2015,95,1852095
Seq_23_LinJ.04,LinJ.21,84.211,163,200,728237,728200,0.07,38.1,38,637,44,764861
Seq_23_LinJ.04,LinJ.12,95.652,80,102,32835,32813,0.07,38.1,23,637,17,593475
Seq_23_LinJ.04,LinJ.12,100.0,80,99,37637,37656,0.07,38.1,20,637,17,593475
Seq_23_LinJ.04,LinJ.35,75.556,17,98,1853298,1853209,0.07,38.1,90,637,40,2019672
Seq_23_LinJ.04,LinJ.16,85.714,15,49,200205,200171,0.07,38.1,35,637,28,688184
Seq_23_LinJ.04,LinJ.35,75.556,17,98,1805376,1805465,0.07,38.1,90,637,40,2019672
Seq_23_LinJ.04,LinJ.36,87.5,68,99,2384939,2384970,0.07,38.1,32,637,32,2743073
Seq_23_LinJ.04,LinJ.32,83.333,149,189,1494580,1494539,0.07,38.1,42,637,29,1544760
Seq_23_LinJ.04,LinJ.32,83.333,149,189,1531205,1531164,0.07,38.1,42,637,29,1544760
Seq_23_LinJ.04,LinJ.21,79.661,275,332,220599,220652,0.07,38.1,59,637,44,764861
Seq_23_LinJ.04,LinJ.21,78.462,280,341,537055,537116,0.07,38.1,65,637,44,764861
Seq_23_LinJ.04,LinJ.16,82.927,9,49,166967,167007,0.07,38.1,41,637,28,688184
Seq_23_LinJ.04,LinJ.29,81.132,338,388,692170,692219,0.07,38.1,53,637,34,1272419
Seq_23_LinJ.04,LinJ.16,82.927,9,49,185591,185631,0.07,38.1,41,637,28,688184
Seq_23_LinJ.04,LinJ.25,86.111,275,310,543592,543625,0.07,38.1,36,637,22,895083
Seq_23_LinJ.04,LinJ.16,82.927,9,49,141429,141469,0.07,38.1,41,637,28,688184
Seq_23_LinJ.04,LinJ.21,72.5,79,197,715087,715205,0.07,38.1,120,637,44,764861
Seq_23_LinJ.04,LinJ.32,82.222,55,98,987887,987931,0.07,38.1,45,637,29,1544760
Seq_23_LinJ.04,LinJ.32,82.222,55,98,1013735,1013779,0.07,38.1,45,637,29,1544760
Seq_23_LinJ.04,LinJ.20,87.5,18,49,335047,335016,0.07,38.1,32,637,29,731244
Seq_23_LinJ.04,LinJ.21,82.609,55,98,656486,656530,0.07,38.1,46,637,44,764861
Seq_23_LinJ.04,LinJ.12,79.63,16,69,176914,176965,0.07,38.1,54,637,17,593475
Seq_23_LinJ.04,LinJ.24,78.333,148,205,386465,386406,0.07,38.1,60,637,30,863815
Seq_23_LinJ.04,LinJ.12,79.63,16,69,122469,122418,0.07,38.1,54,637,17,593475
Seq_23_LinJ.04,LinJ.12,79.63,16,69,134598,134547,0.07,38.1,54,637,17,593475
Seq_23_LinJ.04,LinJ.26,100.0,276,295,851363,851344,0.07,38.1,20,637,16,1055293
Seq_711_LinJ.36,LinJ.24,80.851,109,155,730331,730377,0.071,38.1,47,642,16,863815
Seq_711_LinJ.36,LinJ.24,80.851,109,155,705632,705678,0.071,38.1,47,642,16,863815
Seq_711_LinJ.36,LinJ.24,80.851,109,155,716178,716224,0.071,38.1,47,642,16,863815
Seq_711_LinJ.36,LinJ.09,86.111,298,332,429628,429662,0.071,38.1,36,642,5,581924
Seq_711_LinJ.36,LinJ.12,75.0,87,170,32710,32629,0.071,38.1,84,642,21,593475
Seq_711_LinJ.36,LinJ.16,89.655,109,137,488555,488583,0.071,38.1,29,642,17,688184
Seq_711_LinJ.36,LinJ.16,89.655,109,137,446408,446436,0.071,38.1,29,642,17,688184
Seq_711_LinJ.36,LinJ.11,78.689,78,136,121871,121930,0.071,38.1,61,642,29,568611
Seq_711_LinJ.36,LinJ.36,89.655,109,137,1051538,1051510,0.071,38.1,29,642,100,2743073
Seq_711_LinJ.36,LinJ.06,85.714,301,335,457612,457578,0.071,38.1,35,642,35,525234
Seq_711_LinJ.36,LinJ.34,95.652,301,323,1413315,1413293,0.071,38.1,23,642,33,1852095
Seq_711_LinJ.36,LinJ.35,79.661,288,343,385783,385727,0.071,38.1,59,642,34,2019672
Seq_711_LinJ.36,LinJ.35,89.655,109,137,1321259,1321287,0.071,38.1,29,642,34,2019672
Seq_711_LinJ.36,LinJ.36,81.25,297,342,566087,566134,0.071,38.1,48,642,100,2743073
Seq_711_LinJ.36,LinJ.22,84.615,168,205,663168,663205,0.071,38.1,39,642,22,782154
Seq_711_LinJ.36,LinJ.34,95.652,301,323,1437726,1437704,0.071,38.1,23,642,33,1852095
Seq_711_LinJ.36,LinJ.22,84.615,168,205,675526,675489,0.071,38.1,39,642,22,782154
Seq_711_LinJ.36,LinJ.06,81.633,301,346,463096,463048,0.071,38.1,49,642,35,525234
Seq_711_LinJ.36,LinJ.36,81.25,297,342,573877,573924,0.071,38.1,48,642,100,2743073
Seq_711_LinJ.36,LinJ.05,80.0,87,136,389374,389423,0.071,38.1,50,642,10,467714
Seq_711_LinJ.36,LinJ.20,81.25,300,345,510677,510724,0.071,38.1,48,642,22,731244
Seq_711_LinJ.36,LinJ.34,95.652,301,323,1410667,1410645,0.071,38.1,23,642,33,1852095
Seq_709_LinJ.36,LinJ.34,95.652,301,323,1426872,1426850,0.071,38.1,23,642,36,1852095
Seq_709_LinJ.36,LinJ.34,87.879,301,331,1418900,1418868,0.071,38.1,33,642,36,1852095
Seq_709_LinJ.36,LinJ.32,95.652,301,323,1494351,1494329,0.071,38.1,23,642,27,1544760
Seq_709_LinJ.36,LinJ.34,95.652,301,323,1437726,1437704,0.071,38.1,23,642,36,1852095
Seq_709_LinJ.36,LinJ.36,89.655,109,137,1051538,1051510,0.071,38.1,29,642,100,2743073
Seq_709_LinJ.36,LinJ.36,81.25,297,343,573877,573924,0.071,38.1,48,642,100,2743073
Seq_709_LinJ.36,LinJ.34,95.652,301,323,1413315,1413293,0.071,38.1,23,642,36,1852095
Seq_709_LinJ.36,LinJ.34,95.652,301,323,1410667,1410645,0.071,38.1,23,642,36,1852095
Seq_709_LinJ.36,LinJ.36,81.25,297,343,566087,566134,0.071,38.1,48,642,100,2743073
Seq_709_LinJ.36,LinJ.35,89.655,109,137,1329212,1329184,0.071,38.1,29,642,32,2019672
Seq_709_LinJ.36,LinJ.24,80.851,109,155,705632,705678,0.071,38.1,47,642,16,863815
Seq_709_LinJ.36,LinJ.24,80.851,109,155,716178,716224,0.071,38.1,47,642,16,863815
Seq_709_LinJ.36,LinJ.12,80.769,87,136,299999,299949,0.071,38.1,52,642,16,593475
Seq_709_LinJ.36,LinJ.11,79.245,89,141,204411,204463,0.071,38.1,53,642,23,568611
Seq_709_LinJ.36,LinJ.05,80.0,87,136,389374,389423,0.071,38.1,50,642,20,467714
Seq_709_LinJ.36,LinJ.12,75.0,87,170,32710,32629,0.071,38.1,84,642,16,593475
Seq_709_LinJ.36,LinJ.12,75.309,87,167,37762,37840,0.071,38.1,81,642,16,593475
Seq_711_LinJ.36,LinJ.35,89.655,109,137,1329212,1329184,0.071,38.1,29,642,34,2019672
Seq_711_LinJ.36,LinJ.11,89.655,109,137,323645,323617,0.071,38.1,29,642,29,568611
Seq_711_LinJ.36,LinJ.27,72.593,51,184,811248,811375,0.071,38.1,135,642,29,1175412
Seq_711_LinJ.36,LinJ.11,79.245,89,141,204411,204463,0.071,38.1,53,642,29,568611
