qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,qlen,slen
Seq_211_LinJ.19,Seq_211_LinJ.19,100.0,590,0,0,1,590,1,590,0.0,1090.0,590,590
Seq_211_LinJ.19,Seq_212_LinJ.19,99.662,592,0,1,1,590,1,592,0.0,1081.0,590,592
Seq_212_LinJ.19,Seq_212_LinJ.19,100.0,592,0,0,1,592,1,592,0.0,1094.0,592,592
Seq_212_LinJ.19,Seq_211_LinJ.19,99.662,592,0,1,1,592,1,590,0.0,1081.0,592,590
Seq_213_LinJ.19,Seq_213_LinJ.19,100.0,142,0,0,1,142,1,142,1.9800000000000001e-72,263.0,142,142
Seq_214_LinJ.19,Seq_214_LinJ.19,100.0,378,0,0,1,378,1,378,0.0,699.0,378,378
Seq_215_LinJ.19,Seq_215_LinJ.19,100.0,108,0,0,1,108,1,108,1.15e-53,200.0,108,108
Seq_216_LinJ.19,Seq_216_LinJ.19,100.0,112,0,0,1,112,1,112,7.16e-56,207.0,112,112
Seq_216_LinJ.19,Seq_219_LinJ.19,94.643,112,3,1,1,112,1,109,9.39e-45,171.0,112,109
Seq_216_LinJ.19,Seq_218_LinJ.19,94.643,112,3,1,1,112,1,109,9.39e-45,171.0,112,109
Seq_217_LinJ.19,Seq_217_LinJ.19,100.0,148,0,0,1,148,1,148,9.59e-76,274.0,148,148
Seq_218_LinJ.19,Seq_219_LinJ.19,100.0,109,0,0,1,109,1,109,3.2199999999999995e-54,202.0,109,109
Seq_218_LinJ.19,Seq_218_LinJ.19,100.0,109,0,0,1,109,1,109,3.2199999999999995e-54,202.0,109,109
Seq_218_LinJ.19,Seq_216_LinJ.19,94.643,112,3,1,1,109,1,112,9.089999999999999e-45,171.0,109,112
Seq_219_LinJ.19,Seq_219_LinJ.19,100.0,109,0,0,1,109,1,109,3.2199999999999995e-54,202.0,109,109
Seq_219_LinJ.19,Seq_218_LinJ.19,100.0,109,0,0,1,109,1,109,3.2199999999999995e-54,202.0,109,109
Seq_219_LinJ.19,Seq_216_LinJ.19,94.643,112,3,1,1,109,1,112,9.089999999999999e-45,171.0,109,112
Seq_220_LinJ.19,Seq_221_LinJ.19,100.0,118,0,0,1,118,1,118,3.5100000000000004e-59,219.0,118,118
Seq_220_LinJ.19,Seq_220_LinJ.19,100.0,118,0,0,1,118,1,118,3.5100000000000004e-59,219.0,118,118
Seq_221_LinJ.19,Seq_221_LinJ.19,100.0,118,0,0,1,118,1,118,3.5100000000000004e-59,219.0,118,118
Seq_221_LinJ.19,Seq_220_LinJ.19,100.0,118,0,0,1,118,1,118,3.5100000000000004e-59,219.0,118,118
Seq_222_LinJ.19,Seq_222_LinJ.19,100.0,585,0,0,1,585,1,585,0.0,1081.0,585,585
Seq_223_LinJ.20,Seq_223_LinJ.20,100.0,137,0,0,1,137,1,137,1.1399999999999999e-69,254.0,137,137
Seq_224_LinJ.20,Seq_224_LinJ.20,100.0,346,0,0,1,346,1,346,0.0,640.0,346,346
Seq_225_LinJ.20,Seq_225_LinJ.20,100.0,131,0,0,1,131,1,131,2.3500000000000002e-66,243.0,131,131
Seq_226_LinJ.20,Seq_226_LinJ.20,100.0,167,0,0,1,167,1,167,3.0100000000000002e-86,309.0,167,167
Seq_227_LinJ.20,Seq_227_LinJ.20,100.0,122,0,0,1,122,1,122,2.1799999999999998e-61,226.0,122,122
Seq_228_LinJ.20,Seq_228_LinJ.20,100.0,117,0,0,1,117,1,117,1.2500000000000001e-58,217.0,117,117
Seq_229_LinJ.20,Seq_229_LinJ.20,100.0,128,0,0,1,128,1,128,1.0700000000000001e-64,237.0,128,128
Seq_230_LinJ.20,Seq_230_LinJ.20,100.0,101,0,0,1,101,1,101,8.24e-50,187.0,101,101
Seq_231_LinJ.20,Seq_231_LinJ.20,100.0,101,0,0,1,101,1,101,8.24e-50,187.0,101,101
Seq_232_LinJ.20,Seq_232_LinJ.20,100.0,163,0,0,1,163,1,163,4.9e-84,302.0,163,163
Seq_233_LinJ.21,Seq_233_LinJ.21,100.0,111,0,0,1,111,1,111,2.55e-55,206.0,111,111
Seq_234_LinJ.21,Seq_234_LinJ.21,100.0,215,0,0,1,215,1,215,8.18e-113,398.0,215,215
Seq_235_LinJ.21,Seq_235_LinJ.21,100.0,372,0,0,1,372,1,372,0.0,688.0,372,372
Seq_236_LinJ.21,Seq_236_LinJ.21,100.0,147,0,0,1,147,1,147,3.4200000000000003e-75,272.0,147,147
Seq_237_LinJ.21,Seq_237_LinJ.21,100.0,107,0,0,1,107,1,107,4.08e-53,198.0,107,107
Seq_238_LinJ.21,Seq_238_LinJ.21,100.0,367,0,0,1,367,1,367,0.0,678.0,367,367
Seq_239_LinJ.21,Seq_239_LinJ.21,100.0,583,0,0,1,583,1,583,0.0,1077.0,583,583
Seq_240_LinJ.21,Seq_240_LinJ.21,100.0,138,0,0,1,138,1,138,3.2100000000000005e-70,255.0,138,138
Seq_241_LinJ.21,Seq_241_LinJ.21,100.0,110,0,0,1,110,1,110,9.059999999999999e-55,204.0,110,110
Seq_242_LinJ.21,Seq_242_LinJ.21,100.0,448,0,0,1,448,1,448,0.0,828.0,448,448
Seq_243_LinJ.21,Seq_243_LinJ.21,100.0,147,0,0,1,147,1,147,3.4200000000000003e-75,272.0,147,147
Seq_244_LinJ.21,Seq_244_LinJ.21,100.0,579,0,0,1,579,1,579,0.0,1070.0,579,579
Seq_245_LinJ.21,Seq_245_LinJ.21,100.0,990,0,0,1,990,1,990,0.0,1829.0,990,990
Seq_245_LinJ.21,Seq_196_LinJ.17,99.899,990,1,0,1,990,1,990,0.0,1823.0,990,990
Seq_245_LinJ.21,Seq_182_LinJ.17,99.388,980,6,0,1,980,980,1,0.0,1777.0,990,1094
Seq_245_LinJ.21,Seq_343_LinJ.28,98.523,745,11,0,1,745,21,765,0.0,1315.0,990,765
Seq_246_LinJ.22,Seq_246_LinJ.22,100.0,1000,0,0,1,1000,1,1000,0.0,1847.0,1000,1000
Seq_247_LinJ.22,Seq_247_LinJ.22,100.0,649,0,0,1,649,1,649,0.0,1199.0,649,649
Seq_248_LinJ.22,Seq_248_LinJ.22,100.0,607,0,0,1,607,1,607,0.0,1122.0,607,607
Seq_249_LinJ.22,Seq_249_LinJ.22,100.0,173,0,0,1,173,1,173,1.45e-89,320.0,173,173
Seq_250_LinJ.22,Seq_250_LinJ.22,100.0,578,0,0,1,578,1,578,0.0,1068.0,578,578
Seq_251_LinJ.22,Seq_251_LinJ.22,100.0,574,0,0,1,574,1,574,0.0,1061.0,574,574
Seq_252_LinJ.22,Seq_252_LinJ.22,100.0,678,0,0,1,678,1,678,0.0,1253.0,678,678
Seq_252_LinJ.22,Seq_5_LinJ.01,95.447,593,15,6,88,678,2817,3399,0.0,935.0,678,3406
Seq_252_LinJ.22,Seq_5_LinJ.01,94.69,226,9,3,88,313,693,915,2.7900000000000003e-97,348.0,678,3406
Seq_252_LinJ.22,Seq_5_LinJ.01,94.248,226,10,3,88,313,1230,1452,1.2999999999999998e-95,342.0,678,3406
Seq_252_LinJ.22,Seq_5_LinJ.01,92.07,227,14,4,88,313,2016,2239,7.87e-88,316.0,678,3406
Seq_252_LinJ.22,Seq_5_LinJ.01,92.411,224,13,4,88,311,2550,2769,7.87e-88,316.0,678,3406
Seq_252_LinJ.22,Seq_5_LinJ.01,90.749,227,12,7,88,313,1757,1975,3.69e-81,294.0,678,3406
Seq_252_LinJ.22,Seq_5_LinJ.01,94.475,181,7,3,88,267,1493,1671,1.34e-75,276.0,678,3406
Seq_252_LinJ.22,Seq_5_LinJ.01,86.207,232,21,7,88,311,954,1182,4.87e-65,241.0,678,3406
Seq_252_LinJ.22,Seq_5_LinJ.01,89.894,188,10,5,88,267,2278,2464,8.15e-63,233.0,678,3406
Seq_252_LinJ.22,Seq_253_LinJ.22,92.857,224,12,4,88,311,19478,19697,1.69e-89,322.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,92.857,224,12,4,88,311,19745,19964,1.69e-89,322.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,93.119,218,13,2,94,311,21615,21830,2.19e-88,318.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,93.119,218,13,2,94,311,22151,22366,2.19e-88,318.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,92.411,224,13,4,88,311,21076,21295,7.87e-88,316.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,92.411,224,14,3,88,311,22414,22634,7.87e-88,316.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,92.411,224,13,4,88,311,22949,23168,7.87e-88,316.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,92.0,225,12,6,88,311,1622,1841,3.66e-86,311.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,92.661,218,13,3,94,311,2693,2907,3.66e-86,311.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,91.964,224,14,4,88,311,3485,3704,3.66e-86,311.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,91.964,224,14,4,88,311,5616,5835,3.66e-86,311.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,92.661,218,12,4,94,311,6688,6901,3.66e-86,311.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,91.964,224,14,4,88,311,7747,7966,3.66e-86,311.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,91.964,224,14,4,88,311,9080,9299,3.66e-86,311.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,91.964,224,14,4,88,311,10681,10900,3.66e-86,311.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,91.964,224,14,4,88,311,11482,11701,3.66e-86,311.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,91.964,224,14,4,88,311,11749,11968,3.66e-86,311.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,91.964,224,14,4,88,311,12016,12235,3.66e-86,311.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,92.661,218,13,3,94,311,14688,14902,3.66e-86,311.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,92.661,218,13,3,94,311,16023,16237,3.66e-86,311.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,92.661,218,13,3,94,311,17090,17304,3.66e-86,311.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,92.661,218,13,3,94,311,17623,17837,3.66e-86,311.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,92.661,218,13,3,94,311,19216,19430,3.66e-86,311.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,92.661,218,13,3,94,311,20017,20231,3.66e-86,311.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,91.964,224,13,5,88,311,1090,1308,1.32e-85,309.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,91.964,224,13,5,88,311,2157,2375,1.32e-85,309.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,91.964,224,13,5,88,311,8548,8766,1.32e-85,309.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,97.778,180,3,1,88,267,23742,23920,1.32e-85,309.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,92.202,218,14,3,94,311,1360,1574,1.6999999999999999e-84,305.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,91.556,225,14,5,88,311,5082,5302,1.6999999999999999e-84,305.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,91.556,225,13,6,88,311,6150,6369,1.6999999999999999e-84,305.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,92.202,218,14,3,94,311,7219,7433,1.6999999999999999e-84,305.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,92.202,218,14,3,94,311,9885,10099,1.6999999999999999e-84,305.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,91.518,224,15,4,88,311,10147,10366,1.6999999999999999e-84,305.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,92.202,218,14,3,94,311,10953,11167,1.6999999999999999e-84,305.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,92.202,218,14,3,94,311,11220,11434,1.6999999999999999e-84,305.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,92.202,218,14,3,94,311,12288,12502,1.6999999999999999e-84,305.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,91.518,224,15,4,88,311,12550,12769,1.6999999999999999e-84,305.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,92.202,218,13,4,94,311,13089,13302,1.6999999999999999e-84,305.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,92.202,218,13,4,94,311,13622,13835,1.6999999999999999e-84,305.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,92.202,218,13,4,94,311,14422,14635,1.6999999999999999e-84,305.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,92.202,218,13,4,94,311,15491,15704,1.6999999999999999e-84,305.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,91.556,225,14,5,88,311,16551,16771,1.6999999999999999e-84,305.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,92.202,218,14,3,94,311,16824,17038,1.6999999999999999e-84,305.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,92.202,218,14,3,94,311,17890,18104,1.6999999999999999e-84,305.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,92.202,218,14,3,94,311,18157,18371,1.6999999999999999e-84,305.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,92.202,218,13,4,94,311,18424,18637,1.6999999999999999e-84,305.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,92.202,218,14,3,94,311,20814,21028,1.6999999999999999e-84,305.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,94.5,200,8,3,94,293,21348,21544,1.6999999999999999e-84,305.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,91.518,224,14,5,88,311,6417,6635,6.1299999999999995e-84,303.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,91.518,224,14,5,88,311,15752,15970,6.1299999999999995e-84,303.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,91.781,219,14,4,94,311,827,1042,2.2e-83,302.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,91.781,219,14,4,94,311,3222,3437,2.2e-83,302.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,91.781,219,14,4,94,311,4553,4768,2.2e-83,302.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,91.781,219,14,4,94,311,8018,8233,2.2e-83,302.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,91.781,219,14,4,94,311,15223,15438,2.2e-83,302.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,91.781,219,14,4,94,311,21883,22098,2.2e-83,302.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,91.111,225,14,6,88,311,4281,4500,7.919999999999999e-83,300.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,91.743,218,15,3,94,311,5354,5568,7.919999999999999e-83,300.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,91.743,218,15,3,94,311,5888,6102,7.919999999999999e-83,300.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,91.743,218,14,4,94,311,7486,7699,7.919999999999999e-83,300.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,91.743,218,15,3,94,311,8286,8500,7.919999999999999e-83,300.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,91.743,218,15,3,94,311,8818,9032,7.919999999999999e-83,300.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,91.743,218,15,3,94,311,9351,9565,7.919999999999999e-83,300.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,91.781,219,13,5,94,311,9618,9832,7.919999999999999e-83,300.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,91.743,218,15,3,94,311,10419,10633,7.919999999999999e-83,300.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,91.743,218,15,3,94,311,12822,13036,7.919999999999999e-83,300.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,91.743,218,15,3,94,311,13355,13569,7.919999999999999e-83,300.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,91.743,218,15,3,94,311,13888,14102,7.919999999999999e-83,300.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,91.781,219,13,5,94,311,14155,14369,7.919999999999999e-83,300.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,91.111,225,15,5,88,311,14950,15170,7.919999999999999e-83,300.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,91.743,218,14,4,94,311,16290,16503,7.919999999999999e-83,300.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,91.743,218,15,3,94,311,17357,17571,7.919999999999999e-83,300.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,91.743,218,15,3,94,311,22687,22901,7.919999999999999e-83,300.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,96.667,180,4,2,88,267,4018,4195,2.85e-82,298.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,91.743,218,13,5,94,311,20285,20497,2.85e-82,298.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,91.743,218,13,5,94,311,20550,20762,2.85e-82,298.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,91.364,220,14,4,94,311,1893,2109,1.0299999999999999e-81,296.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,96.154,182,6,1,88,269,23479,23659,1.0299999999999999e-81,296.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,91.324,219,14,5,94,311,3757,3971,3.69e-81,294.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,91.324,219,14,5,94,311,4820,5034,3.69e-81,294.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,97.126,174,4,1,94,267,18690,18862,1.33e-80,292.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,97.126,174,4,1,94,267,18953,19125,1.33e-80,292.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,96.591,176,3,2,94,267,2960,3134,1.72e-79,289.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,95.58,181,5,3,88,267,2423,2601,6.17e-79,287.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,96.023,176,6,1,94,269,23221,23395,2.22e-78,285.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,95.455,176,5,2,94,267,6954,7128,3.71e-76,278.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,85.841,226,19,7,94,311,282,502,3.7899999999999995e-61,228.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,85.345,232,19,7,88,311,550,774,1.36e-60,226.0,678,24324
Seq_252_LinJ.22,Seq_253_LinJ.22,86.387,191,18,4,87,269,4,194,2.3e-53,202.0,678,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,100.0,24324,0,0,1,24324,1,24324,0.0,44919.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.777,23797,135,119,284,23999,13,23734,0.0,42189.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.777,23797,135,121,13,23734,284,23999,0.0,42189.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.759,23534,126,119,557,23999,13,23471,0.0,41689.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.759,23534,126,121,13,23471,557,23999,0.0,41689.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.544,23281,144,135,829,23999,13,23208,0.0,40933.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.544,23281,144,137,13,23208,829,23999,0.0,40933.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.609,23009,134,132,1097,23999,13,22941,0.0,40546.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.609,23009,134,132,13,22941,1097,23999,0.0,40546.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.602,22749,139,125,1353,23999,3,22674,0.0,40082.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.602,22749,139,127,3,22674,1353,23999,0.0,40082.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.638,22471,129,126,1629,23999,13,22406,0.0,39637.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.638,22471,129,128,13,22406,1629,23999,0.0,39637.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.591,22211,141,119,1886,23999,3,22138,0.0,39124.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.591,22211,141,123,3,22138,1886,23999,0.0,39124.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.569,21936,136,116,2164,23999,13,21870,0.0,38605.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.569,21936,136,120,13,21870,2164,23999,0.0,38605.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.652,21666,120,122,2430,23999,13,21602,0.0,38234.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.652,21666,120,126,13,21602,2430,23999,0.0,38234.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.575,21397,139,116,2695,23999,13,21335,0.0,37670.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.575,21397,139,120,13,21335,2695,23999,0.0,37670.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.661,21128,121,118,2962,23999,13,21068,0.0,37299.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.661,21128,121,120,13,21068,2962,23999,0.0,37299.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.549,20875,137,115,3215,23999,3,20801,0.0,36718.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.549,20875,137,119,3,20801,3215,23999,0.0,36718.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.602,20598,125,110,3492,23999,13,20537,0.0,36291.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.602,20598,125,112,13,20537,3492,23999,0.0,36291.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.579,20334,122,111,3759,23999,13,20272,0.0,35794.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.579,20334,122,115,13,20272,3759,23999,0.0,35794.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.704,20058,111,102,4025,23999,13,20004,0.0,35462.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.704,20058,111,106,13,20004,4025,23999,0.0,35462.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.565,19795,131,106,4288,23999,13,19737,0.0,34840.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.565,19795,131,112,13,19737,4288,23999,0.0,34840.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.729,19519,113,98,4555,23999,13,19470,0.0,34546.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.729,19519,113,102,13,19470,4555,23999,0.0,34546.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.541,19264,141,97,4813,23999,3,19203,0.0,33888.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.541,19264,141,101,3,19203,4813,23999,0.0,33888.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.6,18994,117,105,5089,23999,13,18940,0.0,33464.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.6,18994,117,107,13,18940,5089,23999,0.0,33464.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.458,18740,137,100,5347,23999,3,18677,0.0,32865.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.458,18740,137,104,3,18677,5347,23999,0.0,32865.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.5,18465,123,106,5623,23999,13,18411,0.0,32422.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.5,18465,123,108,13,18411,5623,23999,0.0,32422.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.489,18198,121,104,5890,23999,13,18144,0.0,31940.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.489,18198,121,108,13,18144,5890,23999,0.0,31940.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.477,17929,123,105,6157,23999,13,17877,0.0,31458.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.477,17929,123,107,13,17877,6157,23999,0.0,31458.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.505,17661,117,102,6424,23999,13,17611,0.0,31015.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.505,17661,117,106,13,17611,6424,23999,0.0,31015.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.465,17392,125,99,6690,23999,13,17344,0.0,30507.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.465,17392,125,101,13,17344,6690,23999,0.0,30507.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.557,17121,115,89,6956,23999,13,17078,0.0,30127.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.557,17121,115,91,13,17078,6956,23999,0.0,30127.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.393,16860,129,98,7221,23999,13,16811,0.0,29503.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.393,16860,129,98,13,16811,7221,23999,0.0,29503.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.469,16591,115,94,7488,23999,13,16543,0.0,29102.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.469,16591,115,94,13,16543,7488,23999,0.0,29102.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.358,16326,127,94,7754,23999,13,16277,0.0,28533.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.358,16326,127,96,13,16277,7754,23999,0.0,28533.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.444,16068,111,93,8011,23999,3,16010,0.0,28158.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.444,16068,111,95,3,16010,8011,23999,0.0,28158.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.303,15792,128,90,8288,23999,13,15744,0.0,27549.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.303,15792,128,94,13,15744,8288,23999,0.0,27549.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.351,15528,111,97,8555,23999,13,15478,0.0,27122.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.351,15528,111,99,13,15478,8555,23999,0.0,27122.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.238,15266,134,84,8811,23999,3,15210,0.0,26576.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.238,15266,134,88,3,15210,8811,23999,0.0,26576.0,24324,24324
Seq_253_LinJ.22,Seq_253_LinJ.22,98.339,14987,118,87,9087,23999,13,14942,0.0,26175.0,24324,24324
