Seq_652_LinJ.35,,,,,,,,,,,,,
Seq_653_LinJ.35,,,,,,,,,,,,,
Seq_654_LinJ.35,,,,,,,,,,,,,
Seq_655_LinJ.35,,,,,,,,,,,,,
Seq_656_LinJ.35,,,,,,,,,,,,,
Seq_657_LinJ.35,Seq_664_LinJ.35,,,,,,,,,,,,
Seq_658_LinJ.35,,,,,,,,,,,,,
Seq_660_LinJ.35,Seq_663_LinJ.35,,,,,,,,,,,,
Seq_661_LinJ.35,Seq_665_LinJ.35,,,,,,,,,,,,
Seq_662_LinJ.35,,,,,,,,,,,,,
Seq_666_LinJ.35,,,,,,,,,,,,,
Seq_667_LinJ.35,,,,,,,,,,,,,
Seq_668_LinJ.35,,,,,,,,,,,,,
Seq_669_LinJ.35,,,,,,,,,,,,,
Seq_670_LinJ.35,,,,,,,,,,,,,
Seq_671_LinJ.35,,,,,,,,,,,,,
Seq_672_LinJ.35,Seq_673_LinJ.35,,,,,,,,,,,,
Seq_674_LinJ.36,Seq_675_LinJ.36,,,,,,,,,,,,
Seq_676_LinJ.36,Seq_677_LinJ.36,Seq_679_LinJ.36,Seq_684_LinJ.36,,,,,,,,,,
Seq_678_LinJ.36,,,,,,,,,,,,,
Seq_680_LinJ.36,Seq_682_LinJ.36,Seq_683_LinJ.36,,,,,,,,,,,
Seq_681_LinJ.36,,,,,,,,,,,,,
Seq_685_LinJ.36,,,,,,,,,,,,,
Seq_686_LinJ.36,,,,,,,,,,,,,
Seq_687_LinJ.36,,,,,,,,,,,,,
Seq_688_LinJ.36,,,,,,,,,,,,,
Seq_689_LinJ.36,,,,,,,,,,,,,
Seq_690_LinJ.36,,,,,,,,,,,,,
Seq_691_LinJ.36,,,,,,,,,,,,,
Seq_692_LinJ.36,,,,,,,,,,,,,
Seq_693_LinJ.36,,,,,,,,,,,,,
Seq_694_LinJ.36,Seq_696_LinJ.36,,,,,,,,,,,,
Seq_695_LinJ.36,Seq_697_LinJ.36,Seq_699_LinJ.36,Seq_701_LinJ.36,,,,,,,,,,
Seq_698_LinJ.36,,,,,,,,,,,,,
Seq_700_LinJ.36,,,,,,,,,,,,,
Seq_702_LinJ.36,,,,,,,,,,,,,
Seq_703_LinJ.36,,,,,,,,,,,,,
Seq_704_LinJ.36,,,,,,,,,,,,,
Seq_705_LinJ.36,,,,,,,,,,,,,
Seq_706_LinJ.36,Seq_707_LinJ.36,Seq_708_LinJ.36,Seq_709_LinJ.36,Seq_710_LinJ.36,Seq_711_LinJ.36,Seq_712_LinJ.36,Seq_713_LinJ.36,,,,,,
Seq_714_LinJ.36,,,,,,,,,,,,,
Seq_715_LinJ.36,Seq_718_LinJ.36,,,,,,,,,,,,
Seq_716_LinJ.36,Seq_721_LinJ.36,Seq_722_LinJ.36,,,,,,,,,,,
Seq_717_LinJ.36,Seq_720_LinJ.36,,,,,,,,,,,,
Seq_719_LinJ.36,,,,,,,,,,,,,
