qseqid,sseqid,pident,qstart,qend,sstart,send,evalue,bitscore,length,qlen,qcovs,slen
Seq_190_LinJ.16,LinJ.25,96.154,696,721,292895,292920,0.002,43.6,26,770,14,895083
Seq_27_LinJ.04,LinJ.28,90.625,195,226,952351,952382,0.002,43.6,32,653,29,1205031
Seq_27_LinJ.04,LinJ.28,90.625,195,226,996965,996996,0.002,43.6,32,653,29,1205031
Seq_27_LinJ.04,LinJ.32,77.778,194,271,722495,722419,0.002,43.6,81,653,41,1544760
Seq_11_LinJ.02,LinJ.21,81.132,288,340,715273,715325,0.002,43.6,53,635,27,764861
Seq_646_LinJ.35,LinJ.34,84.783,225,266,237320,237275,0.002,43.6,46,677,39,1852095
Seq_646_LinJ.35,LinJ.22,88.889,224,257,695167,695132,0.002,43.6,36,677,18,782154
Seq_190_LinJ.16,LinJ.27,87.179,314,351,663608,663570,0.002,43.6,39,770,33,1175412
Seq_646_LinJ.35,LinJ.11,85.714,127,168,204433,204473,0.002,43.6,42,677,15,568611
Seq_646_LinJ.35,LinJ.17,83.333,221,266,327578,327625,0.002,43.6,48,677,15,690898
Seq_11_LinJ.02,LinJ.24,71.739,177,355,508322,508144,0.002,43.6,184,635,55,863815
Seq_11_LinJ.02,LinJ.05,80.328,305,362,227451,227392,0.002,43.6,61,635,9,467714
Seq_190_LinJ.16,LinJ.32,86.842,121,158,1191098,1191061,0.002,43.6,38,770,40,1544760
Seq_646_LinJ.35,LinJ.20,77.922,131,207,334807,334736,0.002,43.6,77,677,25,731244
Seq_190_LinJ.16,LinJ.24,90.909,697,727,313403,313371,0.002,43.6,33,770,46,863815
Seq_190_LinJ.16,LinJ.30,80.702,315,370,1128313,1128368,0.002,43.6,57,770,33,1353302
Seq_27_LinJ.04,LinJ.35,85.714,194,234,534156,534197,0.002,43.6,42,653,55,2019672
Seq_400_LinJ.31,LinJ.25,77.941,76,143,761897,761964,0.002,43.6,68,669,19,895083
Seq_27_LinJ.04,LinJ.25,90.625,301,332,543218,543187,0.002,43.6,32,653,9,895083
Seq_27_LinJ.04,LinJ.25,90.625,301,332,510005,509974,0.002,43.6,32,653,9,895083
Seq_27_LinJ.04,LinJ.03,100.0,301,323,316959,316937,0.002,43.6,23,653,13,389657
Seq_27_LinJ.04,LinJ.32,77.778,194,271,730716,730640,0.002,43.6,81,653,41,1544760
Seq_27_LinJ.04,LinJ.25,90.625,301,332,628567,628536,0.002,43.6,32,653,9,895083
Seq_27_LinJ.04,LinJ.25,90.625,301,332,604310,604279,0.002,43.6,32,653,9,895083
Seq_27_LinJ.04,LinJ.25,90.625,301,332,566471,566440,0.002,43.6,32,653,9,895083
Seq_27_LinJ.04,LinJ.28,90.625,195,226,1012601,1012632,0.002,43.6,32,653,29,1205031
Seq_27_LinJ.04,LinJ.28,90.625,195,226,947434,947465,0.002,43.6,32,653,29,1205031
Seq_27_LinJ.04,LinJ.33,80.952,298,360,988443,988388,0.002,43.6,63,653,54,1532318
Seq_27_LinJ.04,LinJ.25,90.625,301,332,577847,577816,0.002,43.6,32,653,9,895083
Seq_189_LinJ.16,LinJ.36,86.842,115,152,1159847,1159884,0.002,43.6,38,770,27,2743073
Seq_189_LinJ.16,LinJ.36,86.842,115,152,1183747,1183784,0.002,43.6,38,770,27,2743073
Seq_189_LinJ.16,LinJ.18,74.766,291,396,555253,555152,0.002,43.6,107,770,23,720431
Seq_189_LinJ.16,LinJ.27,87.179,315,352,649166,649128,0.002,43.6,39,770,22,1175412
Seq_189_LinJ.16,LinJ.27,87.179,315,352,656387,656349,0.002,43.6,39,770,22,1175412
Seq_189_LinJ.16,LinJ.27,87.179,315,352,663608,663570,0.002,43.6,39,770,22,1175412
Seq_189_LinJ.16,LinJ.27,87.179,315,352,670830,670792,0.002,43.6,39,770,22,1175412
Seq_189_LinJ.16,LinJ.12,74.359,260,372,89320,89207,0.002,43.6,117,770,22,593475
Seq_189_LinJ.16,LinJ.18,74.766,291,396,553474,553373,0.002,43.6,107,770,23,720431
Seq_340_LinJ.28,LinJ.28,81.034,18,71,855534,855477,0.002,43.6,58,686,100,1205031
Seq_340_LinJ.28,LinJ.30,81.132,125,177,1320941,1320993,0.002,43.6,53,686,37,1353302
Seq_340_LinJ.28,LinJ.30,80.0,277,336,963195,963137,0.002,43.6,60,686,37,1353302
Seq_340_LinJ.28,LinJ.23,80.357,125,180,84071,84016,0.002,43.6,56,686,37,786683
Seq_340_LinJ.28,LinJ.23,80.357,125,180,77237,77292,0.002,43.6,56,686,37,786683
Seq_340_LinJ.28,LinJ.25,78.462,156,220,31175,31111,0.002,43.6,65,686,47,895083
Seq_340_LinJ.28,LinJ.28,81.034,18,71,836160,836103,0.002,43.6,58,686,100,1205031
Seq_340_LinJ.28,LinJ.25,78.462,156,220,83038,82974,0.002,43.6,65,686,47,895083
Seq_340_LinJ.28,LinJ.30,81.132,125,177,1229418,1229470,0.002,43.6,53,686,37,1353302
Seq_340_LinJ.28,LinJ.23,80.357,125,180,99323,99268,0.002,43.6,56,686,37,786683
Seq_340_LinJ.28,LinJ.30,79.032,128,189,1295135,1295074,0.002,43.6,62,686,37,1353302
Seq_340_LinJ.28,LinJ.30,81.132,125,177,1312522,1312574,0.002,43.6,53,686,37,1353302
Seq_646_LinJ.35,LinJ.13,88.571,232,266,136108,136142,0.002,43.6,35,677,30,659814
Seq_671_LinJ.36,LinJ.21,79.661,30,85,728009,728067,0.003,39.9,59,101,71,764861
Seq_671_LinJ.36,LinJ.33,75.51,4,96,680489,680582,0.003,39.9,98,101,99,1532318
Seq_671_LinJ.36,LinJ.23,77.632,30,101,580571,580499,0.003,39.9,76,101,73,786683
Seq_671_LinJ.36,LinJ.21,82.692,54,101,374509,374556,0.003,39.9,52,101,71,764861
Seq_671_LinJ.36,LinJ.21,82.692,54,101,277962,278009,0.003,39.9,52,101,71,764861
Seq_671_LinJ.36,LinJ.21,79.661,30,85,715394,715336,0.003,39.9,59,101,71,764861
Seq_671_LinJ.36,LinJ.21,82.692,54,101,308892,308939,0.003,39.9,52,101,71,764861
Seq_671_LinJ.36,LinJ.21,82.692,54,101,267384,267431,0.003,39.9,52,101,71,764861
Seq_281_LinJ.24,LinJ.12,77.778,88,155,134301,134371,0.004,39.9,72,155,57,593475
Seq_281_LinJ.24,LinJ.35,95.833,104,127,64415,64438,0.004,39.9,24,155,99,2019672
Seq_281_LinJ.24,LinJ.35,92.593,12,38,441886,441912,0.004,39.9,27,155,99,2019672
Seq_281_LinJ.24,LinJ.35,95.833,104,127,8435,8412,0.004,39.9,24,155,99,2019672
Seq_281_LinJ.24,LinJ.35,100.0,111,131,560173,560193,0.004,39.9,21,155,99,2019672
Seq_281_LinJ.24,LinJ.14,83.333,106,147,558049,558090,0.004,39.9,42,155,46,656132
Seq_281_LinJ.24,LinJ.14,84.615,109,147,589007,588969,0.004,39.9,39,155,46,656132
Seq_281_LinJ.24,LinJ.14,83.333,106,147,612928,612969,0.004,39.9,42,155,46,656132
Seq_281_LinJ.24,LinJ.32,92.593,2,28,798903,798877,0.004,39.9,27,155,99,1544760
Seq_281_LinJ.24,LinJ.15,82.222,105,149,585023,585067,0.004,39.9,45,155,49,650324
Seq_281_LinJ.24,LinJ.15,82.222,105,149,620163,620119,0.004,39.9,45,155,49,650324
Seq_281_LinJ.24,LinJ.22,92.593,106,132,342310,342284,0.004,39.9,27,155,42,782154
Seq_281_LinJ.24,LinJ.35,95.833,106,129,1551754,1551777,0.004,39.9,24,155,99,2019672
Seq_281_LinJ.24,LinJ.14,83.333,106,147,581275,581316,0.004,39.9,42,155,46,656132
Seq_281_LinJ.24,LinJ.14,83.333,106,147,584447,584488,0.004,39.9,42,155,46,656132
Seq_13_LinJ.03,LinJ.33,85.0,34,72,742619,742658,0.004,39.9,40,151,94,1532318
Seq_13_LinJ.03,LinJ.33,86.486,37,72,772915,772879,0.004,39.9,37,151,94,1532318
Seq_13_LinJ.03,LinJ.26,81.481,25,73,228639,228692,0.004,39.9,54,151,85,1055293
Seq_13_LinJ.03,LinJ.26,80.0,25,79,234823,234764,0.004,39.9,60,151,85,1055293
Seq_13_LinJ.03,LinJ.13,84.615,113,151,26474,26436,0.004,39.9,39,151,71,659814
Seq_279_LinJ.24,LinJ.14,83.333,108,149,558049,558090,0.004,39.9,42,157,46,656132
Seq_279_LinJ.24,LinJ.21,82.609,111,155,224850,224805,0.004,39.9,46,157,100,764861
Seq_13_LinJ.03,LinJ.13,84.615,113,151,60838,60800,0.004,39.9,39,151,71,659814
Seq_13_LinJ.03,LinJ.13,84.615,113,151,65663,65625,0.004,39.9,39,151,71,659814
Seq_13_LinJ.03,LinJ.26,80.392,101,151,36171,36121,0.004,39.9,51,151,85,1055293
Seq_13_LinJ.03,LinJ.11,100.0,21,41,381622,381602,0.004,39.9,21,151,34,568611
Seq_13_LinJ.03,LinJ.30,86.111,113,148,516064,516099,0.004,39.9,36,151,87,1353302
Seq_13_LinJ.03,LinJ.33,85.0,34,72,732251,732290,0.004,39.9,40,151,94,1532318
Seq_294_LinJ.25,LinJ.12,83.721,28,69,299779,299820,0.004,39.9,43,139,30,593475
Seq_294_LinJ.25,LinJ.35,74.757,1,99,441863,441962,0.004,39.9,103,139,100,2019672
Seq_207_LinJ.17,LinJ.23,77.941,1,66,198137,198072,0.004,39.9,68,152,94,786683
Seq_13_LinJ.03,LinJ.30,86.111,113,148,574084,574119,0.004,39.9,36,151,87,1353302
Seq_13_LinJ.03,LinJ.33,85.0,34,72,775424,775463,0.004,39.9,40,151,94,1532318
Seq_13_LinJ.03,LinJ.33,85.0,34,72,710793,710832,0.004,39.9,40,151,94,1532318
Seq_13_LinJ.03,LinJ.33,85.0,34,72,716681,716720,0.004,39.9,40,151,94,1532318
Seq_13_LinJ.03,LinJ.26,80.0,25,79,169338,169279,0.004,39.9,60,151,85,1055293
Seq_13_LinJ.03,LinJ.26,80.0,25,79,210638,210579,0.004,39.9,60,151,85,1055293
Seq_280_LinJ.24,LinJ.32,92.593,2,28,798903,798877,0.004,39.9,27,155,99,1544760
Seq_280_LinJ.24,LinJ.15,82.222,105,149,585023,585067,0.004,39.9,45,155,49,650324
Seq_280_LinJ.24,LinJ.15,82.222,105,149,620163,620119,0.004,39.9,45,155,49,650324
Seq_280_LinJ.24,LinJ.12,77.778,88,155,134301,134371,0.004,39.9,72,155,57,593475
Seq_280_LinJ.24,LinJ.35,95.833,104,127,64415,64438,0.004,39.9,24,155,99,2019672
Seq_13_LinJ.03,LinJ.36,77.941,1,67,1566332,1566396,0.004,39.9,68,151,97,2743073
Seq_13_LinJ.03,LinJ.36,78.333,92,151,1804631,1804690,0.004,39.9,60,151,97,2743073
Seq_13_LinJ.03,LinJ.36,78.333,92,151,1815225,1815284,0.004,39.9,60,151,97,2743073
Seq_280_LinJ.24,LinJ.35,95.833,106,129,1551754,1551777,0.004,39.9,24,155,99,2019672
Seq_280_LinJ.24,LinJ.35,95.833,104,127,8435,8412,0.004,39.9,24,155,99,2019672
Seq_280_LinJ.24,LinJ.35,95.833,104,127,11784,11761,0.004,39.9,24,155,99,2019672
Seq_280_LinJ.24,LinJ.35,95.833,104,127,47240,47217,0.004,39.9,24,155,99,2019672
Seq_280_LinJ.24,LinJ.36,78.462,72,134,2534106,2534044,0.004,39.9,65,155,95,2743073
Seq_13_LinJ.03,LinJ.27,85.0,44,82,649128,649166,0.004,39.9,40,151,52,1175412
Seq_13_LinJ.03,LinJ.30,86.111,113,148,518588,518623,0.004,39.9,36,151,87,1353302
Seq_294_LinJ.25,LinJ.13,72.932,4,134,149554,149680,0.004,39.9,133,139,94,659814
Seq_280_LinJ.24,LinJ.14,88.235,97,129,646232,646200,0.004,39.9,34,155,46,656132
Seq_280_LinJ.24,LinJ.34,75.824,44,134,12018,11936,0.004,39.9,91,155,95,1852095
Seq_280_LinJ.24,LinJ.22,92.593,106,132,342310,342284,0.004,39.9,27,155,42,782154
Seq_280_LinJ.24,LinJ.22,92.593,106,132,352621,352595,0.004,39.9,27,155,42,782154
Seq_280_LinJ.24,LinJ.22,92.593,106,132,368614,368588,0.004,39.9,27,155,42,782154
Seq_280_LinJ.24,LinJ.15,82.222,105,149,560480,560436,0.004,39.9,45,155,49,650324
Seq_280_LinJ.24,LinJ.36,95.833,106,129,2020116,2020093,0.004,39.9,24,155,95,2743073
Seq_294_LinJ.25,LinJ.07,73.874,14,121,338287,338394,0.004,39.9,111,139,78,592866
Seq_294_LinJ.25,LinJ.28,85.0,29,68,895642,895680,0.004,39.9,40,139,70,1205031
Seq_294_LinJ.25,LinJ.28,88.235,35,68,788084,788052,0.004,39.9,34,139,70,1205031
Seq_294_LinJ.25,LinJ.29,86.842,31,68,896225,896191,0.004,39.9,38,139,100,1272419
Seq_294_LinJ.25,LinJ.36,80.769,50,100,1602357,1602408,0.004,39.9,52,139,70,2743073
Seq_294_LinJ.25,LinJ.24,81.25,31,78,643769,643722,0.004,39.9,48,139,54,863815
Seq_205_LinJ.17,LinJ.23,79.032,73,131,735883,735822,0.004,39.9,62,146,55,786683
Seq_13_LinJ.03,LinJ.30,86.111,113,148,554419,554454,0.004,39.9,36,151,87,1353302
Seq_13_LinJ.03,LinJ.18,90.323,40,69,383833,383863,0.004,39.9,31,151,69,720431
Seq_13_LinJ.03,LinJ.36,77.941,1,67,1549378,1549314,0.004,39.9,68,151,97,2743073
Seq_13_LinJ.03,LinJ.09,88.235,40,72,413075,413108,0.004,39.9,34,151,99,581924
Seq_13_LinJ.03,LinJ.09,88.235,40,72,424649,424616,0.004,39.9,34,151,99,581924
Seq_13_LinJ.03,LinJ.09,88.235,40,72,429570,429537,0.004,39.9,34,151,99,581924
Seq_13_LinJ.03,LinJ.09,88.235,40,72,442887,442854,0.004,39.9,34,151,99,581924
Seq_13_LinJ.03,LinJ.30,86.111,113,148,507984,508019,0.004,39.9,36,151,87,1353302
Seq_13_LinJ.03,LinJ.35,95.833,126,149,773902,773925,0.004,39.9,24,151,89,2019672
Seq_13_LinJ.03,LinJ.35,95.833,126,149,781227,781250,0.004,39.9,24,151,89,2019672
Seq_205_LinJ.17,LinJ.23,79.032,73,131,750968,750907,0.004,39.9,62,146,55,786683
Seq_205_LinJ.17,LinJ.19,78.788,1,65,139635,139696,0.004,39.9,66,146,96,706124
Seq_205_LinJ.17,LinJ.30,86.486,103,138,867572,867537,0.004,39.9,37,146,95,1353302
Seq_205_LinJ.17,LinJ.31,74.074,24,131,599059,598958,0.004,39.9,108,146,93,1529246
Seq_205_LinJ.17,LinJ.23,76.923,57,131,702811,702886,0.004,39.9,78,146,55,786683
Seq_13_LinJ.03,LinJ.32,88.571,38,69,988229,988195,0.004,39.9,35,151,87,1544760
Seq_13_LinJ.03,LinJ.32,88.571,38,69,1014077,1014043,0.004,39.9,35,151,87,1544760
Seq_13_LinJ.03,LinJ.30,82.979,38,82,106315,106270,0.004,39.9,47,151,87,1353302
Seq_13_LinJ.03,LinJ.33,85.0,34,72,782271,782310,0.004,39.9,40,151,94,1532318
Seq_13_LinJ.03,LinJ.33,85.0,34,72,854171,854210,0.004,39.9,40,151,94,1532318
Seq_13_LinJ.03,LinJ.26,80.392,101,151,47410,47360,0.004,39.9,51,151,85,1055293
Seq_13_LinJ.03,LinJ.26,80.392,101,151,51446,51396,0.004,39.9,51,151,85,1055293
Seq_13_LinJ.03,LinJ.26,80.392,101,151,103252,103202,0.004,39.9,51,151,85,1055293
Seq_279_LinJ.24,LinJ.21,95.833,111,134,164340,164317,0.004,39.9,24,157,100,764861
Seq_279_LinJ.24,LinJ.34,75.824,46,136,12018,11936,0.004,39.9,91,157,94,1852095
Seq_13_LinJ.03,LinJ.26,80.392,101,151,128824,128774,0.004,39.9,51,151,85,1055293
Seq_13_LinJ.03,LinJ.33,85.0,34,72,727278,727317,0.004,39.9,40,151,94,1532318
Seq_13_LinJ.03,LinJ.29,92.857,32,59,794258,794232,0.004,39.9,28,151,95,1272419
Seq_13_LinJ.03,LinJ.30,82.979,38,82,109900,109855,0.004,39.9,47,151,87,1353302
Seq_13_LinJ.03,LinJ.30,86.111,113,148,479428,479463,0.004,39.9,36,151,87,1353302
Seq_280_LinJ.24,LinJ.21,82.609,109,153,224850,224805,0.004,39.9,46,155,100,764861
Seq_280_LinJ.24,LinJ.35,100.0,111,131,566249,566229,0.004,39.9,21,155,99,2019672
Seq_280_LinJ.24,LinJ.35,100.0,111,131,572631,572611,0.004,39.9,21,155,99,2019672
Seq_280_LinJ.24,LinJ.12,81.132,106,155,177194,177142,0.004,39.9,53,155,57,593475
Seq_280_LinJ.24,LinJ.18,86.486,86,121,383833,383869,0.004,39.9,37,155,97,720431
Seq_280_LinJ.24,LinJ.29,85.366,2,41,1041652,1041614,0.004,39.9,41,155,95,1272419
Seq_280_LinJ.24,LinJ.21,95.833,109,132,164340,164317,0.004,39.9,24,155,100,764861
Seq_280_LinJ.24,LinJ.13,82.353,10,56,486153,486105,0.004,39.9,51,155,94,659814
Seq_280_LinJ.24,LinJ.31,92.857,2,29,1223650,1223625,0.004,39.9,28,155,96,1529246
Seq_207_LinJ.17,LinJ.31,74.074,30,137,599059,598958,0.004,39.9,108,152,77,1529246
Seq_207_LinJ.17,LinJ.23,79.032,79,137,750968,750907,0.004,39.9,62,152,94,786683
Seq_207_LinJ.17,LinJ.23,79.032,79,137,735883,735822,0.004,39.9,62,152,94,786683
Seq_207_LinJ.17,LinJ.23,76.923,63,137,702811,702886,0.004,39.9,78,152,94,786683
Seq_207_LinJ.17,LinJ.30,86.486,109,144,867572,867537,0.004,39.9,37,152,95,1353302
Seq_279_LinJ.24,LinJ.31,92.857,4,31,1223650,1223625,0.004,39.9,28,157,96,1529246
Seq_279_LinJ.24,LinJ.18,86.486,88,123,383833,383869,0.004,39.9,37,157,96,720431
Seq_279_LinJ.24,LinJ.36,95.833,108,131,2020116,2020093,0.004,39.9,24,157,94,2743073
Seq_279_LinJ.24,LinJ.36,78.462,74,136,2534106,2534044,0.004,39.9,65,157,94,2743073
Seq_279_LinJ.24,LinJ.15,82.222,107,151,620163,620119,0.004,39.9,45,157,50,650324
Seq_279_LinJ.24,LinJ.12,77.778,90,157,134301,134371,0.004,39.9,72,157,56,593475
Seq_279_LinJ.24,LinJ.12,81.132,108,157,177194,177142,0.004,39.9,53,157,56,593475
Seq_279_LinJ.24,LinJ.29,85.366,4,43,1041652,1041614,0.004,39.9,41,157,96,1272419
Seq_279_LinJ.24,LinJ.30,95.833,13,36,1201247,1201270,0.004,39.9,24,157,78,1353302
Seq_279_LinJ.24,LinJ.32,92.593,4,30,798903,798877,0.004,39.9,27,157,99,1544760
Seq_279_LinJ.24,LinJ.21,95.833,111,134,250638,250615,0.004,39.9,24,157,100,764861
Seq_206_LinJ.17,LinJ.31,74.074,40,147,599059,598958,0.004,39.9,108,162,93,1529246
Seq_206_LinJ.17,LinJ.31,87.879,3,35,767694,767662,0.004,39.9,33,162,93,1529246
Seq_206_LinJ.17,LinJ.29,90.0,4,33,980332,980303,0.004,39.9,30,162,80,1272419
Seq_206_LinJ.17,LinJ.31,87.879,3,35,851153,851121,0.004,39.9,33,162,93,1529246
Seq_206_LinJ.17,LinJ.23,79.032,89,147,735883,735822,0.004,39.9,62,162,50,786683
Seq_206_LinJ.17,LinJ.23,79.032,89,147,750968,750907,0.004,39.9,62,162,50,786683
Seq_206_LinJ.17,LinJ.31,87.879,3,35,752196,752164,0.004,39.9,33,162,93,1529246
Seq_207_LinJ.17,LinJ.23,77.941,1,66,210083,210148,0.004,39.9,68,152,94,786683
Seq_280_LinJ.24,LinJ.21,95.833,109,132,250638,250615,0.004,39.9,24,155,100,764861
Seq_281_LinJ.24,LinJ.35,100.0,111,131,566249,566229,0.004,39.9,21,155,99,2019672
Seq_281_LinJ.24,LinJ.30,95.833,11,34,1201247,1201270,0.004,39.9,24,155,79,1353302
Seq_280_LinJ.24,LinJ.35,92.593,12,38,441886,441912,0.004,39.9,27,155,99,2019672
Seq_280_LinJ.24,LinJ.35,100.0,111,131,560173,560193,0.004,39.9,21,155,99,2019672
Seq_280_LinJ.24,LinJ.14,83.333,106,147,558049,558090,0.004,39.9,42,155,46,656132
Seq_280_LinJ.24,LinJ.14,83.333,106,147,581275,581316,0.004,39.9,42,155,46,656132
Seq_280_LinJ.24,LinJ.14,83.333,106,147,584447,584488,0.004,39.9,42,155,46,656132
Seq_280_LinJ.24,LinJ.14,84.615,109,147,589007,588969,0.004,39.9,39,155,46,656132
Seq_280_LinJ.24,LinJ.14,83.333,106,147,612928,612969,0.004,39.9,42,155,46,656132
Seq_280_LinJ.24,LinJ.30,95.833,11,34,1201247,1201270,0.004,39.9,24,155,79,1353302
Seq_281_LinJ.24,LinJ.35,95.833,104,127,11784,11761,0.004,39.9,24,155,99,2019672
Seq_281_LinJ.24,LinJ.35,95.833,104,127,47240,47217,0.004,39.9,24,155,99,2019672
Seq_281_LinJ.24,LinJ.15,82.222,105,149,560480,560436,0.004,39.9,45,155,49,650324
Seq_281_LinJ.24,LinJ.36,95.833,106,129,2020116,2020093,0.004,39.9,24,155,95,2743073
Seq_281_LinJ.24,LinJ.36,78.462,72,134,2534106,2534044,0.004,39.9,65,155,95,2743073
Seq_281_LinJ.24,LinJ.35,100.0,111,131,572631,572611,0.004,39.9,21,155,99,2019672
Seq_281_LinJ.24,LinJ.12,81.132,106,155,177194,177142,0.004,39.9,53,155,57,593475
Seq_281_LinJ.24,LinJ.18,86.486,86,121,383833,383869,0.004,39.9,37,155,97,720431
Seq_281_LinJ.24,LinJ.22,92.593,106,132,368614,368588,0.004,39.9,27,155,42,782154
Seq_281_LinJ.24,LinJ.13,82.353,10,56,486153,486105,0.004,39.9,51,155,94,659814
Seq_281_LinJ.24,LinJ.31,92.857,2,29,1223650,1223625,0.004,39.9,28,155,96,1529246
Seq_281_LinJ.24,LinJ.21,95.833,109,132,250638,250615,0.004,39.9,24,155,100,764861
Seq_281_LinJ.24,LinJ.21,95.833,109,132,164340,164317,0.004,39.9,24,155,100,764861
Seq_281_LinJ.24,LinJ.21,82.609,109,153,224850,224805,0.004,39.9,46,155,100,764861
Seq_281_LinJ.24,LinJ.14,88.235,97,129,646232,646200,0.004,39.9,34,155,46,656132
Seq_281_LinJ.24,LinJ.34,75.824,44,134,12018,11936,0.004,39.9,91,155,95,1852095
Seq_281_LinJ.24,LinJ.29,85.366,2,41,1041652,1041614,0.004,39.9,41,155,95,1272419
Seq_281_LinJ.24,LinJ.22,92.593,106,132,352621,352595,0.004,39.9,27,155,42,782154
Seq_279_LinJ.24,LinJ.22,92.593,108,134,342310,342284,0.004,39.9,27,157,41,782154
Seq_279_LinJ.24,LinJ.26,86.486,2,36,524493,524457,0.004,39.9,37,157,62,1055293
Seq_279_LinJ.24,LinJ.15,87.879,1,33,353624,353592,0.004,39.9,33,157,50,650324
Seq_206_LinJ.17,LinJ.07,76.923,4,78,534635,534710,0.004,39.9,78,162,94,592866
Seq_206_LinJ.17,LinJ.31,87.879,3,35,869658,869626,0.004,39.9,33,162,93,1529246
Seq_206_LinJ.17,LinJ.23,76.923,73,147,702811,702886,0.004,39.9,78,162,50,786683
Seq_206_LinJ.17,LinJ.07,76.623,4,78,509362,509437,0.004,39.9,77,162,94,592866
Seq_206_LinJ.17,LinJ.30,86.486,119,154,867572,867537,0.004,39.9,37,162,91,1353302
Seq_279_LinJ.24,LinJ.35,95.833,106,129,47240,47217,0.004,39.9,24,157,97,2019672
Seq_279_LinJ.24,LinJ.35,95.833,106,129,64415,64438,0.004,39.9,24,157,97,2019672
Seq_279_LinJ.24,LinJ.35,92.593,14,40,441886,441912,0.004,39.9,27,157,97,2019672
Seq_279_LinJ.24,LinJ.35,100.0,113,133,560173,560193,0.004,39.9,21,157,97,2019672
Seq_279_LinJ.24,LinJ.35,100.0,113,133,566249,566229,0.004,39.9,21,157,97,2019672
Seq_279_LinJ.24,LinJ.35,95.833,106,129,8435,8412,0.004,39.9,24,157,97,2019672
Seq_279_LinJ.24,LinJ.22,92.593,108,134,352621,352595,0.004,39.9,27,157,41,782154
Seq_279_LinJ.24,LinJ.22,92.593,108,134,368614,368588,0.004,39.9,27,157,41,782154
Seq_279_LinJ.24,LinJ.14,83.333,108,149,584447,584488,0.004,39.9,42,157,46,656132
Seq_279_LinJ.24,LinJ.14,84.615,111,149,589007,588969,0.004,39.9,39,157,46,656132
Seq_279_LinJ.24,LinJ.14,83.333,108,149,612928,612969,0.004,39.9,42,157,46,656132
Seq_279_LinJ.24,LinJ.14,88.235,99,131,646232,646200,0.004,39.9,34,157,46,656132
Seq_279_LinJ.24,LinJ.13,82.353,12,58,486153,486105,0.004,39.9,51,157,93,659814
Seq_279_LinJ.24,LinJ.15,82.222,107,151,560480,560436,0.004,39.9,45,157,50,650324
Seq_279_LinJ.24,LinJ.15,82.222,107,151,585023,585067,0.004,39.9,45,157,50,650324
Seq_279_LinJ.24,LinJ.35,95.833,106,129,11784,11761,0.004,39.9,24,157,97,2019672
Seq_279_LinJ.24,LinJ.35,100.0,113,133,572631,572611,0.004,39.9,21,157,97,2019672
Seq_279_LinJ.24,LinJ.35,95.833,108,131,1551754,1551777,0.004,39.9,24,157,97,2019672
Seq_279_LinJ.24,LinJ.14,83.333,108,149,581275,581316,0.004,39.9,42,157,46,656132
Seq_378_LinJ.29,LinJ.11,80.0,32,90,527779,527723,0.005,41.7,60,576,17,568611
Seq_378_LinJ.29,LinJ.36,76.471,1,82,1331022,1331103,0.005,41.7,85,576,25,2743073
Seq_378_LinJ.29,LinJ.27,77.922,14,86,741694,741621,0.005,41.7,77,576,24,1175412
Seq_378_LinJ.29,LinJ.13,77.215,14,91,136028,136101,0.005,41.7,79,576,15,659814
Seq_378_LinJ.29,LinJ.25,85.366,15,54,310105,310066,0.005,41.7,41,576,15,895083
Seq_378_LinJ.29,LinJ.36,86.486,14,50,1815166,1815130,0.005,41.7,37,576,25,2743073
Seq_378_LinJ.29,LinJ.06,80.769,6,57,457677,457626,0.005,41.7,52,576,9,525234
Seq_378_LinJ.29,LinJ.06,80.769,6,57,463161,463110,0.005,41.7,52,576,9,525234
Seq_378_LinJ.29,LinJ.01,85.366,14,54,24250,24211,0.005,41.7,41,576,7,278267
Seq_11_LinJ.02,LinJ.35,80.0,295,349,1387714,1387768,0.005,41.7,55,635,53,2019672
Seq_11_LinJ.02,LinJ.35,80.0,295,349,1374068,1374122,0.005,41.7,55,635,53,2019672
Seq_11_LinJ.02,LinJ.21,85.366,307,346,203038,203078,0.005,41.7,41,635,27,764861
Seq_11_LinJ.02,LinJ.35,80.0,295,349,1409830,1409884,0.005,41.7,55,635,53,2019672
Seq_11_LinJ.02,LinJ.34,82.692,307,355,872692,872740,0.005,41.7,52,635,21,1852095
Seq_11_LinJ.02,LinJ.27,82.0,307,355,960888,960937,0.005,41.7,50,635,23,1175412
Seq_11_LinJ.02,LinJ.27,82.0,307,355,945870,945919,0.005,41.7,50,635,23,1175412
Seq_378_LinJ.29,LinJ.13,90.625,19,50,486015,486045,0.005,41.7,32,576,15,659814
Seq_378_LinJ.29,LinJ.26,77.333,14,88,620425,620355,0.005,41.7,75,576,18,1055293
Seq_378_LinJ.29,LinJ.27,86.486,14,50,696027,695991,0.005,41.7,37,576,24,1175412
Seq_378_LinJ.29,LinJ.27,86.486,14,50,670828,670792,0.005,41.7,37,576,24,1175412
Seq_378_LinJ.29,LinJ.27,86.486,14,50,663606,663570,0.005,41.7,37,576,24,1175412
Seq_378_LinJ.29,LinJ.27,86.486,14,50,649164,649128,0.005,41.7,37,576,24,1175412
Seq_11_LinJ.02,LinJ.25,77.778,192,263,566704,566772,0.005,41.7,72,635,14,895083
Seq_211_LinJ.18,LinJ.24,92.857,5,32,429835,429862,0.005,41.7,28,562,36,863815
