neg_name,chrom,start,end,strand,gene_id,transcript_id,parent_id,gene,transcript,CDS,3utr,5utr,pseudogen,notes,interval
lre_28.1,LinJ.19,182279,187638,+,LINF_190009700,,,True,False,False,False,False,,hypothetical_protein_-_conserved,"[182279, 187638]"
lre_28.1,LinJ.19,182279,187638,+,,LINF_19T0009700,LINF_190009700,False,True,False,False,False,,hypothetical_protein_-_conserved,"[182279, 187638]"
lre_28.1,LinJ.19,183711,187638,+,,,LINF_19T0009700,False,False,False,True,False,,,"[183711, 187638]"
lre_29.1,LinJ.19,207856,211386,+,LINF_190010300,,,True,False,False,False,False,,Methionine_aminopeptidase_1|MetAP1,"[207856, 211386]"
lre_29.1,LinJ.19,207856,211386,+,,LINF_19T0010300,LINF_190010300,False,True,False,False,False,,Methionine_aminopeptidase_1|MetAP1,"[207856, 211386]"
lre_28.2,LinJ.19,207856,211386,+,LINF_190010300,,,True,False,False,False,False,,Methionine_aminopeptidase_1|MetAP1,"[207856, 211386]"
lre_28.2,LinJ.19,207856,211386,+,,LINF_19T0010300,LINF_190010300,False,True,False,False,False,,Methionine_aminopeptidase_1|MetAP1,"[207856, 211386]"
lre_29.1,LinJ.19,209327,211386,+,,,LINF_19T0010300,False,False,False,True,False,,,"[209327, 211386]"
lre_28.2,LinJ.19,209327,211386,+,,,LINF_19T0010300,False,False,False,True,False,,,"[209327, 211386]"
lre_29.2,LinJ.19,224264,231735,+,LINF_190010600,,,True,False,False,False,False,,protein_of_unknown_function_-_conserved,"[224264, 231735]"
lre_29.2,LinJ.19,224264,231735,+,,LINF_19T0010600,LINF_190010600,False,True,False,False,False,,protein_of_unknown_function_-_conserved,"[224264, 231735]"
lre_29.2,LinJ.19,227685,231735,+,,,LINF_19T0010600,False,False,False,True,False,,,"[227685, 231735]"
lre_30.1,LinJ.19,361081,362554,+,LINF_190013900,,,True,False,False,False,False,,ATG8/AUT7/APG8/PAZ2,"[361081, 362554]"
lre_30.1,LinJ.19,361081,362554,+,,LINF_19T0013900,LINF_190013900,False,True,False,False,False,,ATG8/AUT7/APG8/PAZ2,"[361081, 362554]"
lre_30.1,LinJ.19,361488,362554,+,,,LINF_19T0013900,False,False,False,True,False,,,"[361488, 362554]"
lre_30.2,LinJ.19,364663,366138,+,LINF_190014100,,,True,False,False,False,False,,ATG8/AUT7/APG8/PAZ2,"[364663, 366138]"
lre_30.2,LinJ.19,364663,366138,+,,LINF_19T0014100,LINF_190014100,False,True,False,False,False,,ATG8/AUT7/APG8/PAZ2,"[364663, 366138]"
lre_30.2,LinJ.19,365070,366138,+,,,LINF_19T0014100,False,False,False,True,False,,,"[365070, 366138]"
lre_31.1,LinJ.19,523131,525327,+,LINF_190017400,,,True,False,False,False,False,,actin-related_protein_2|Arp2,"[523131, 525327]"
lre_31.1,LinJ.19,523131,525327,+,,LINF_19T0017400,LINF_190017400,False,True,False,False,False,,actin-related_protein_2|Arp2,"[523131, 525327]"
lre_31.1,LinJ.19,524714,525327,+,,,LINF_19T0017400,False,False,False,True,False,,,"[524714, 525327]"
lre_31.2,LinJ.19,567389,571451,+,LINF_190018700,,,True,False,False,False,False,,glycerol_uptake_protein_-_putative,"[567389, 571451]"
lre_31.2,LinJ.19,567389,571451,+,,LINF_19T0018700,LINF_190018700,False,True,False,False,False,,glycerol_uptake_protein_-_putative,"[567389, 571451]"
lre_31.2,LinJ.19,570052,571451,+,,,LINF_19T0018700,False,False,False,True,False,,,"[570052, 571451]"
lre_31.3,LinJ.19,580307,583972,+,LINF_190019000,,,True,False,False,False,False,,MBOAT_domain-containing_protein,"[580307, 583972]"
lre_31.3,LinJ.19,580307,583972,+,,LINF_19T0019000,LINF_190019000,False,True,False,False,False,,MBOAT_domain-containing_protein,"[580307, 583972]"
lre_31.3,LinJ.19,582943,583972,+,,,LINF_19T0019000,False,False,False,True,False,,,"[582943, 583972]"
lre_32.1,LinJ.19,615371,617193,+,LINF_190019900,,,True,False,False,False,False,,hypothetical_protein_-_conserved,"[615371, 617193]"
lre_32.1,LinJ.19,615371,617193,+,,LINF_19T0019900,LINF_190019900,False,True,False,False,False,,hypothetical_protein_-_conserved,"[615371, 617193]"
lre_32.1,LinJ.19,615856,617193,+,,,LINF_19T0019900,False,False,False,True,False,,,"[615856, 617193]"
lre_32.2,LinJ.19,636887,639685,+,LINF_190020600,,,True,False,False,False,False,,cysteine_peptidase_A_(CPA),"[636887, 639685]"
lre_32.2,LinJ.19,636887,639685,+,,LINF_19T0020600,LINF_190020600,False,True,False,False,False,,cysteine_peptidase_A_(CPA),"[636887, 639685]"
lre_32.2,LinJ.19,638293,639685,+,,,LINF_19T0020600,False,False,False,True,False,,,"[638293, 639685]"
lre_26.3,LinJ.21,763461,764506,-,LINF_210028800,,,True,False,False,False,False,,,"[763461, 764506]"
lre_26.3,LinJ.21,763461,764506,-,,LINF_21T0028800,LINF_210028800,False,True,False,False,False,,,"[763461, 764506]"
lre_1.2,LinJ.22,744694,748242,+,LINF_220023125,,,True,False,False,False,False,,,"[744694, 748242]"
lre_1.2,LinJ.22,744694,748242,+,,LINF_22T0023125,LINF_220023125,False,True,False,False,False,,,"[744694, 748242]"
lre_1.3,LinJ.22,751020,754538,+,LINF_220023175,,,True,False,False,False,False,,,"[751020, 754538]"
lre_1.3,LinJ.22,751020,754538,+,,LINF_22T0023175,LINF_220023175,False,True,False,False,False,,,"[751020, 754538]"
lre_1.3,LinJ.22,754539,782139,+,LINF_220023200,,,True,False,False,False,False,,,"[754539, 782139]"
lre_1.3,LinJ.22,754539,782139,+,,LINF_22T0023200,LINF_220023200,False,True,False,False,False,,,"[754539, 782139]"
lre_33.1,LinJ.23,93890,100632,+,LINF_230007900,,,True,False,False,False,False,,argininosuccinate_synthase|Citrulline-aspartate_ligase,"[93890, 100632]"
lre_33.1,LinJ.23,93890,100632,+,,LINF_23T0007900,LINF_230007900,False,True,False,False,False,,argininosuccinate_synthase|Citrulline-aspartate_ligase,"[93890, 100632]"
lre_33.2,LinJ.23,93890,100632,+,LINF_230007900,,,True,False,False,False,False,,argininosuccinate_synthase|Citrulline-aspartate_ligase,"[93890, 100632]"
lre_33.2,LinJ.23,93890,100632,+,,LINF_23T0007900,LINF_230007900,False,True,False,False,False,,argininosuccinate_synthase|Citrulline-aspartate_ligase,"[93890, 100632]"
lre_33.3,LinJ.23,93890,100632,+,LINF_230007900,,,True,False,False,False,False,,argininosuccinate_synthase|Citrulline-aspartate_ligase,"[93890, 100632]"
lre_33.3,LinJ.23,93890,100632,+,,LINF_23T0007900,LINF_230007900,False,True,False,False,False,,argininosuccinate_synthase|Citrulline-aspartate_ligase,"[93890, 100632]"
lre_33.1,LinJ.23,95523,100632,+,,,LINF_23T0007900,False,False,False,True,False,,,"[95523, 100632]"
lre_33.2,LinJ.23,95523,100632,+,,,LINF_23T0007900,False,False,False,True,False,,,"[95523, 100632]"
lre_33.3,LinJ.23,95523,100632,+,,,LINF_23T0007900,False,False,False,True,False,,,"[95523, 100632]"
lre_34.1,LinJ.23,286043,296768,-,LINF_230013900,,,True,False,False,False,False,,hypothetical_protein,"[286043, 296768]"
lre_34.1,LinJ.23,286043,296768,-,,LINF_23T0013900,LINF_230013900,False,True,False,False,False,,hypothetical_protein,"[286043, 296768]"
lre_34.1,LinJ.23,286043,290757,-,,,LINF_23T0013900,False,False,False,True,False,,,"[286043, 290757]"
lre_34.2,LinJ.23,297075,302972,-,LINF_230014000,,,True,False,False,False,False,,Exocyst_complex_component_Sec10,"[297075, 302972]"
lre_34.2,LinJ.23,297075,302972,-,,LINF_23T0014000,LINF_230014000,False,True,False,False,False,,Exocyst_complex_component_Sec10,"[297075, 302972]"
lre_34.2,LinJ.23,297075,298752,-,,,LINF_23T0014000,False,False,False,True,False,,,"[297075, 298752]"
lre_36.1,LinJ.24,108132,110204,+,LINF_240008250,,,True,False,False,False,False,,,"[108132, 110204]"
lre_36.1,LinJ.24,108132,110204,+,,LINF_24T0008250,LINF_240008250,False,True,False,False,False,,,"[108132, 110204]"
lre_36.1,LinJ.24,110205,117720,+,LINF_240008300,,,True,False,False,False,False,,UDP-galactose_transporter|LPG5A,"[110205, 117720]"
lre_36.1,LinJ.24,110205,117720,+,,LINF_24T0008300,LINF_240008300,False,True,False,False,False,,UDP-galactose_transporter|LPG5A,"[110205, 117720]"
lre_36.1,LinJ.24,110205,110267,+,,,LINF_24T0008300,False,False,False,False,True,,,"[110205, 110267]"
lre_36.2,LinJ.24,110205,117720,+,LINF_240008300,,,True,False,False,False,False,,UDP-galactose_transporter|LPG5A,"[110205, 117720]"
lre_36.2,LinJ.24,110205,117720,+,,LINF_24T0008300,LINF_240008300,False,True,False,False,False,,UDP-galactose_transporter|LPG5A,"[110205, 117720]"
lre_36.2,LinJ.24,111675,117720,+,,,LINF_24T0008300,False,False,False,True,False,,,"[111675, 117720]"
lre_36.2,LinJ.24,117721,122337,+,LINF_240008400,,,True,False,False,False,False,,UDP-galactose_transporter|LPG5A,"[117721, 122337]"
lre_36.2,LinJ.24,117721,122337,+,,LINF_24T0008400,LINF_240008400,False,True,False,False,False,,UDP-galactose_transporter|LPG5A,"[117721, 122337]"
lre_36.2,LinJ.24,117721,117783,+,,,LINF_24T0008400,False,False,False,False,True,,,"[117721, 117783]"
lre_36.3,LinJ.24,145556,151128,+,LINF_240009100,,,True,False,False,False,False,,hypothetical_protein_-_conserved,"[145556, 151128]"
lre_36.3,LinJ.24,145556,151128,+,,LINF_24T0009100,LINF_240009100,False,True,False,False,False,,hypothetical_protein_-_conserved,"[145556, 151128]"
lre_36.3,LinJ.24,149748,151128,+,,,LINF_24T0009100,False,False,False,True,False,,,"[149748, 151128]"
lre_38.1,LinJ.25,799,5363,-,LINF_250005000,,,True,False,False,False,False,,beta_galactofuranosyl_transferase|LPG1,"[799, 5363]"
lre_38.1,LinJ.25,799,5363,-,,LINF_25T0005000,LINF_250005000,False,True,False,False,False,,beta_galactofuranosyl_transferase|LPG1,"[799, 5363]"
lre_38.1,LinJ.25,799,3926,-,,,LINF_25T0005000,False,False,False,True,False,,,"[799, 3926]"
lre_39.1,LinJ.25,799,5363,-,LINF_250005000,,,True,False,False,False,False,,beta_galactofuranosyl_transferase|LPG1,"[799, 5363]"
lre_39.1,LinJ.25,799,5363,-,,LINF_25T0005000,LINF_250005000,False,True,False,False,False,,beta_galactofuranosyl_transferase|LPG1,"[799, 5363]"
lre_39.1,LinJ.25,799,3926,-,,,LINF_25T0005000,False,False,False,True,False,,,"[799, 3926]"
lre_37.1,LinJ.25,799,5363,-,LINF_250005000,,,True,False,False,False,False,,beta_galactofuranosyl_transferase|LPG1,"[799, 5363]"
lre_37.1,LinJ.25,799,5363,-,,LINF_25T0005000,LINF_250005000,False,True,False,False,False,,beta_galactofuranosyl_transferase|LPG1,"[799, 5363]"
lre_37.1,LinJ.25,799,3926,-,,,LINF_25T0005000,False,False,False,True,False,,,"[799, 3926]"
lre_38.2,LinJ.25,29864,33171,-,LINF_250006300,,,True,False,False,False,False,,electron_transfer_flavoprotein,"[29864, 33171]"
lre_38.2,LinJ.25,29864,33171,-,,LINF_25T0006300,LINF_250006300,False,True,False,False,False,,electron_transfer_flavoprotein,"[29864, 33171]"
lre_38.2,LinJ.25,29864,32167,-,,,LINF_25T0006300,False,False,False,True,False,,,"[29864, 32167]"
lre_40.1,LinJ.25,29864,33171,-,LINF_250006300,,,True,False,False,False,False,,electron_transfer_flavoprotein,"[29864, 33171]"
lre_40.1,LinJ.25,29864,33171,-,,LINF_25T0006300,LINF_250006300,False,True,False,False,False,,electron_transfer_flavoprotein,"[29864, 33171]"
lre_40.1,LinJ.25,29864,32167,-,,,LINF_25T0006300,False,False,False,True,False,,,"[29864, 32167]"
lre_38.3,LinJ.25,81625,83195,-,LINF_250007950,,,True,False,False,False,False,,,"[81625, 83195]"
lre_38.3,LinJ.25,81625,83195,-,,LINF_25T0007950,LINF_250007950,False,True,False,False,False,,,"[81625, 83195]"
lre_39.2,LinJ.25,81625,83195,-,LINF_250007950,,,True,False,False,False,False,,,"[81625, 83195]"
lre_39.2,LinJ.25,81625,83195,-,,LINF_25T0007950,LINF_250007950,False,True,False,False,False,,,"[81625, 83195]"
lre_40.2,LinJ.25,81625,83195,-,LINF_250007950,,,True,False,False,False,False,,,"[81625, 83195]"
lre_40.2,LinJ.25,81625,83195,-,,LINF_25T0007950,LINF_250007950,False,True,False,False,False,,,"[81625, 83195]"
lre_41.1,LinJ.26,497725,504267,+,LINF_260019400,,,True,False,False,False,False,,hypothetical_protein_-_conserved,"[497725, 504267]"
lre_41.1,LinJ.26,497725,504267,+,,LINF_26T0019400,LINF_260019400,False,True,False,False,False,,hypothetical_protein_-_conserved,"[497725, 504267]"
lre_41.1,LinJ.26,500505,504267,+,,,LINF_26T0019400,False,False,False,True,False,,,"[500505, 504267]"
lre_42.1,LinJ.26,598501,599917,+,LINF_260021850,,,True,False,False,False,False,,,"[598501, 599917]"
lre_42.1,LinJ.26,598501,599917,+,,LINF_26T0021850,LINF_260021850,False,True,False,False,False,,,"[598501, 599917]"
lre_42.2,LinJ.26,605032,607263,+,LINF_260022000,,,True,False,False,False,False,,sphingolipid_delta_4_desaturase,"[605032, 607263]"
lre_42.2,LinJ.26,605032,607263,+,,LINF_26T0022000,LINF_260022000,False,True,False,False,False,,sphingolipid_delta_4_desaturase,"[605032, 607263]"
lre_42.2,LinJ.26,605032,605835,+,,,LINF_26T0022000,False,False,False,False,True,,,"[605032, 605835]"
lre_42.3,LinJ.26,607528,609700,+,LINF_260022100,,,True,False,False,False,False,,sphingolipid_delta_4_desaturase,"[607528, 609700]"
lre_42.3,LinJ.26,607528,609700,+,,LINF_26T0022100,LINF_260022100,False,True,False,False,False,,sphingolipid_delta_4_desaturase,"[607528, 609700]"
lre_42.3,LinJ.26,607528,608331,+,,,LINF_26T0022100,False,False,False,False,True,,,"[607528, 608331]"
lre_41.2,LinJ.26,716644,717576,+,LINF_260024450,,,True,False,False,False,False,,,"[716644, 717576]"
lre_41.2,LinJ.26,716644,717576,+,,LINF_26T0024450,LINF_260024450,False,True,False,False,False,,,"[716644, 717576]"
lre_43.1,LinJ.26,984908,989950,+,LINF_260031100,,,True,False,False,False,False,,serine/threonine_protein_phosphatase_-_putative,"[984908, 989950]"
lre_43.1,LinJ.26,984908,989950,+,,LINF_26T0031100,LINF_260031100,False,True,False,False,False,,serine/threonine_protein_phosphatase_-_putative,"[984908, 989950]"
lre_43.1,LinJ.26,986864,989950,+,,,LINF_26T0031100,False,False,False,True,False,,,"[986864, 989950]"
lre_43.2,LinJ.26,997548,1001508,+,LINF_260031400,,,True,False,False,False,False,,SET25,"[997548, 1001508]"
lre_43.2,LinJ.26,997548,1001508,+,,LINF_26T0031400,LINF_260031400,False,True,False,False,False,,SET25,"[997548, 1001508]"
lre_43.2,LinJ.26,999331,1001508,+,,,LINF_26T0031400,False,False,False,True,False,,,"[999331, 1001508]"
lre_44.1,LinJ.27,373959,378139,+,LINF_270014800,,,True,False,False,False,False,,WD_domain_-_G-beta_repeat_-_containing_protein,"[373959, 378139]"
lre_44.1,LinJ.27,373959,378139,+,,LINF_27T0014800,LINF_270014800,False,True,False,False,False,,WD_domain_-_G-beta_repeat_-_containing_protein,"[373959, 378139]"
lre_44.1,LinJ.27,377264,378139,+,,,LINF_27T0014800,False,False,False,True,False,,,"[377264, 378139]"
lre_44.2,LinJ.27,396554,398111,+,LINF_270015300,,,True,False,False,False,False,,Protein_of_unknown_function_(DUF778)_-_putative,"[396554, 398111]"
lre_44.2,LinJ.27,396554,398111,+,,LINF_27T0015300,LINF_270015300,False,True,False,False,False,,Protein_of_unknown_function_(DUF778)_-_putative,"[396554, 398111]"
lre_44.2,LinJ.27,397383,398111,+,,,LINF_27T0015300,False,False,False,True,False,,,"[397383, 398111]"
lre_44.3,LinJ.27,442614,445289,-,LINF_270015600,,,True,False,False,False,False,,isovaleryl-coA_dehydrogenase,"[442614, 445289]"
lre_44.3,LinJ.27,442614,445289,-,,LINF_27T0015600,LINF_270015600,False,True,False,False,False,,isovaleryl-coA_dehydrogenase,"[442614, 445289]"
lre_44.3,LinJ.27,442614,443869,-,,,LINF_27T0015600,False,False,False,True,False,,,"[442614, 443869]"
lre_44.4,LinJ.27,448298,450150,-,LINF_270015750,,,True,False,False,False,False,,,"[448298, 450150]"
lre_44.4,LinJ.27,448298,450150,-,,LINF_27T0015750,LINF_270015750,False,True,False,False,False,,,"[448298, 450150]"
lre_44.5,LinJ.27,454644,461051,-,LINF_270015900,,,True,False,False,False,False,,hypothetical_protein_-_conserved,"[454644, 461051]"
lre_44.5,LinJ.27,454644,461051,-,,LINF_27T0015900,LINF_270015900,False,True,False,False,False,,hypothetical_protein_-_conserved,"[454644, 461051]"
lre_44.5,LinJ.27,459392,461051,-,,,LINF_27T0015900,False,False,False,False,True,,,"[459392, 461051]"
lre_44.6,LinJ.27,508851,513552,-,LINF_270017100,,,True,False,False,False,False,,vesicular-fusion_ATPase-like_protein,"[508851, 513552]"
lre_44.6,LinJ.27,508851,513552,-,,LINF_27T0017100,LINF_270017100,False,True,False,False,False,,vesicular-fusion_ATPase-like_protein,"[508851, 513552]"
lre_44.6,LinJ.27,508851,509701,-,,,LINF_27T0017100,False,False,False,True,False,,,"[508851, 509701]"
lre_44.7,LinJ.27,550325,553841,-,LINF_270018200,,,True,False,False,False,False,,hypothetical_protein_-_conserved,"[550325, 553841]"
lre_44.7,LinJ.27,550325,553841,-,,LINF_27T0018200,LINF_270018200,False,True,False,False,False,,hypothetical_protein_-_conserved,"[550325, 553841]"
lre_44.7,LinJ.27,550325,552400,-,,,LINF_27T0018200,False,False,False,True,False,,,"[550325, 552400]"
lre_45.1,LinJ.27,557803,565292,-,LINF_270018400,,,True,False,False,False,False,,RING-H2_zinc_finger/Anaphase-promoting_complex_subunit_11_RING-H2_finger/Ring_finger_domain_containing_protein_-_putative,"[557803, 565292]"
lre_45.1,LinJ.27,557803,565292,-,,LINF_27T0018400,LINF_270018400,False,True,False,False,False,,RING-H2_zinc_finger/Anaphase-promoting_complex_subunit_11_RING-H2_finger/Ring_finger_domain_containing_protein_-_putative,"[557803, 565292]"
lre_45.1,LinJ.27,557803,561174,-,,,LINF_27T0018400,False,False,False,True,False,,,"[557803, 561174]"
lre_45.2,LinJ.27,577188,579826,-,LINF_270018850,,,True,False,False,False,False,unknown,Carboxypeptidase,"[577188, 579826]"
lre_45.2,LinJ.27,577188,579826,-,,LINF_27T0018850,LINF_270018850,False,True,False,False,False,,Carboxypeptidase,"[577188, 579826]"
lre_45.2,LinJ.27,577188,577718,-,,,LINF_27T0018850,False,False,False,True,False,,,"[577188, 577718]"
lre_45.2,LinJ.27,577719,579429,-,,LINF_27T0018850,LINF_27T0018850,False,False,True,False,False,,,"[577719, 579429]"
lre_26.4,LinJ.28,1202044,1204457,-,LINF_280039900,,,True,False,False,False,False,,,"[1202044, 1204457]"
lre_26.4,LinJ.28,1202044,1204457,-,,LINF_28T0039900,LINF_280039900,False,True,False,False,False,,,"[1202044, 1204457]"
lre_46.1,LinJ.29,205977,209251,-,LINF_290010600,,,True,False,False,False,False,,Exonuclease_-_putative,"[205977, 209251]"
lre_46.1,LinJ.29,205977,209251,-,,LINF_29T0010600,LINF_290010600,False,True,False,False,False,,Exonuclease_-_putative,"[205977, 209251]"
lre_46.1,LinJ.29,205977,207931,-,,,LINF_29T0010600,False,False,False,True,False,,,"[205977, 207931]"
lre_47.1,LinJ.29,205977,209251,-,LINF_290010600,,,True,False,False,False,False,,Exonuclease_-_putative,"[205977, 209251]"
lre_47.1,LinJ.29,205977,209251,-,,LINF_29T0010600,LINF_290010600,False,True,False,False,False,,Exonuclease_-_putative,"[205977, 209251]"
lre_47.1,LinJ.29,205977,207931,-,,,LINF_29T0010600,False,False,False,True,False,,,"[205977, 207931]"
lre_46.2,LinJ.29,315865,322387,-,LINF_290013800,,,True,False,False,False,False,,hypothetical_protein_-_conserved,"[315865, 322387]"
lre_46.2,LinJ.29,315865,322387,-,,LINF_29T0013800,LINF_290013800,False,True,False,False,False,,hypothetical_protein_-_conserved,"[315865, 322387]"
lre_46.2,LinJ.29,315865,320545,-,,,LINF_29T0013800,False,False,False,True,False,,,"[315865, 320545]"
lre_47.2,LinJ.29,315865,322387,-,LINF_290013800,,,True,False,False,False,False,,hypothetical_protein_-_conserved,"[315865, 322387]"
lre_47.2,LinJ.29,315865,322387,-,,LINF_29T0013800,LINF_290013800,False,True,False,False,False,,hypothetical_protein_-_conserved,"[315865, 322387]"
lre_47.2,LinJ.29,315865,320545,-,,,LINF_29T0013800,False,False,False,True,False,,,"[315865, 320545]"
lre_48.1,LinJ.29,315865,322387,-,LINF_290013800,,,True,False,False,False,False,,hypothetical_protein_-_conserved,"[315865, 322387]"
lre_48.1,LinJ.29,315865,322387,-,,LINF_29T0013800,LINF_290013800,False,True,False,False,False,,hypothetical_protein_-_conserved,"[315865, 322387]"
lre_48.1,LinJ.29,315865,320545,-,,,LINF_29T0013800,False,False,False,True,False,,,"[315865, 320545]"
lre_48.2,LinJ.29,340306,343004,+,LINF_290014550,,,True,False,False,False,False,,,"[340306, 343004]"
lre_48.2,LinJ.29,340306,343004,+,,LINF_29T0014550,LINF_290014550,False,True,False,False,False,,,"[340306, 343004]"
lre_49.1,LinJ.29,556193,560127,+,LINF_290019350,,,True,False,False,False,False,,hypothetical_protein,"[556193, 560127]"
lre_49.1,LinJ.29,556193,560127,+,,LINF_29T0019350,LINF_290019350,False,True,False,False,False,,hypothetical_protein,"[556193, 560127]"
lre_49.1,LinJ.29,556193,556765,+,,,LINF_29T0019350,False,False,False,False,True,,,"[556193, 556765]"
lre_50.1,LinJ.29,556193,560127,+,LINF_290019350,,,True,False,False,False,False,,hypothetical_protein,"[556193, 560127]"
lre_50.1,LinJ.29,556193,560127,+,,LINF_29T0019350,LINF_290019350,False,True,False,False,False,,hypothetical_protein,"[556193, 560127]"
lre_50.1,LinJ.29,557537,560127,+,,,LINF_29T0019350,False,False,False,True,False,,,"[557537, 560127]"
lre_51.1,LinJ.29,563252,564329,+,LINF_290019415,,,True,False,False,False,False,,,"[563252, 564329]"
lre_51.1,LinJ.29,563252,564329,+,,LINF_29T0019415,LINF_290019415,False,True,False,False,False,,,"[563252, 564329]"
lre_52.1,LinJ.29,563252,564329,+,LINF_290019415,,,True,False,False,False,False,,,"[563252, 564329]"
lre_52.1,LinJ.29,563252,564329,+,,LINF_29T0019415,LINF_290019415,False,True,False,False,False,,,"[563252, 564329]"
lre_52.1,LinJ.29,564330,566488,+,LINF_290019430,,,True,False,False,False,False,,,"[564330, 566488]"
lre_52.1,LinJ.29,564330,566488,+,,LINF_29T0019430,LINF_290019430,False,True,False,False,False,,,"[564330, 566488]"
lre_50.2,LinJ.29,564330,566488,+,LINF_290019430,,,True,False,False,False,False,,,"[564330, 566488]"
lre_50.2,LinJ.29,564330,566488,+,,LINF_29T0019430,LINF_290019430,False,True,False,False,False,,,"[564330, 566488]"
lre_52.2,LinJ.29,570696,572858,+,LINF_290019475,,,True,False,False,False,False,,,"[570696, 572858]"
lre_52.2,LinJ.29,570696,572858,+,,LINF_29T0019475,LINF_290019475,False,True,False,False,False,,,"[570696, 572858]"
lre_50.3,LinJ.29,570696,572858,+,LINF_290019475,,,True,False,False,False,False,,,"[570696, 572858]"
lre_50.3,LinJ.29,570696,572858,+,,LINF_29T0019475,LINF_290019475,False,True,False,False,False,,,"[570696, 572858]"
lre_52.3,LinJ.29,577099,579261,+,LINF_290019560,,,True,False,False,False,False,,,"[577099, 579261]"
lre_52.3,LinJ.29,577099,579261,+,,LINF_29T0019560,LINF_290019560,False,True,False,False,False,,,"[577099, 579261]"
lre_50.4,LinJ.29,577099,579261,+,LINF_290019560,,,True,False,False,False,False,,,"[577099, 579261]"
lre_50.4,LinJ.29,577099,579261,+,,LINF_29T0019560,LINF_290019560,False,True,False,False,False,,,"[577099, 579261]"
lre_49.2,LinJ.29,583499,587978,+,LINF_290019700,,,True,False,False,False,False,,hypothetical_protein,"[583499, 587978]"
lre_49.2,LinJ.29,583499,587978,+,,LINF_29T0019700,LINF_290019700,False,True,False,False,False,,hypothetical_protein,"[583499, 587978]"
lre_49.2,LinJ.29,584181,587978,+,,,LINF_29T0019700,False,False,False,True,False,,,"[584181, 587978]"
lre_53.1,LinJ.29,596044,599094,+,LINF_290019925,,,True,False,False,False,False,,,"[596044, 599094]"
lre_53.1,LinJ.29,596044,599094,+,,LINF_29T0019925,LINF_290019925,False,True,False,False,False,,,"[596044, 599094]"
lre_53.2,LinJ.29,664074,666968,+,LINF_290020550,,,True,False,False,False,False,,,"[664074, 666968]"
lre_53.2,LinJ.29,664074,666968,+,,LINF_29T0020550,LINF_290020550,False,True,False,False,False,,,"[664074, 666968]"
lre_54.1,LinJ.29,1225185,1227361,+,LINF_290035050,,,True,False,False,False,False,,,"[1225185, 1227361]"
lre_54.1,LinJ.29,1225185,1227361,+,,LINF_29T0035050,LINF_290035050,False,True,False,False,False,,,"[1225185, 1227361]"
lre_54.2,LinJ.29,1243962,1247286,+,LINF_290035800,,,True,False,False,False,False,,inosine-adenosine-guanosine-nucleoside_hydrolase,"[1243962, 1247286]"
lre_54.2,LinJ.29,1243962,1247286,+,,LINF_29T0035800,LINF_290035800,False,True,False,False,False,,inosine-adenosine-guanosine-nucleoside_hydrolase,"[1243962, 1247286]"
lre_54.2,LinJ.29,1245161,1247286,+,,,LINF_29T0035800,False,False,False,True,False,,,"[1245161, 1247286]"
lre_55.1,LinJ.30,102141,105323,-,LINF_300008300,,,True,False,False,False,False,,Rab-GTPase-TBC_domain_containing_protein,"[102141, 105323]"
lre_55.1,LinJ.30,102141,105323,-,,LINF_30T0008300,LINF_300008300,False,True,False,False,False,,Rab-GTPase-TBC_domain_containing_protein,"[102141, 105323]"
lre_55.1,LinJ.30,104949,105323,-,,,LINF_30T0008300,False,False,False,False,True,,,"[104949, 105323]"
lre_55.1,LinJ.30,105722,109074,-,LINF_300008400,,,True,False,False,False,False,,KU80_protein,"[105722, 109074]"
lre_55.1,LinJ.30,105722,109074,-,,LINF_30T0008400,LINF_300008400,False,True,False,False,False,,KU80_protein,"[105722, 109074]"
lre_55.1,LinJ.30,105722,106621,-,,,LINF_30T0008400,False,False,False,True,False,,,"[105722, 106621]"
lre_56.1,LinJ.30,285194,289972,+,LINF_300014500,,,True,False,False,False,False,,adenosine_kinase-like_protein,"[285194, 289972]"
lre_56.1,LinJ.30,285194,289972,+,,LINF_30T0014500,LINF_300014500,False,True,False,False,False,,adenosine_kinase-like_protein,"[285194, 289972]"
lre_56.1,LinJ.30,287016,289972,+,,,LINF_30T0014500,False,False,False,True,False,,,"[287016, 289972]"
lre_56.2,LinJ.30,313068,318963,+,LINF_300015100,,,True,False,False,False,False,,Histone-binding_protein_RBBP4_or_subunit_C_of_CAF1_complex/WD_domain_-_G-beta_repeat_-_putative,"[313068, 318963]"
lre_56.2,LinJ.30,313068,318963,+,,LINF_30T0015100,LINF_300015100,False,True,False,False,False,,Histone-binding_protein_RBBP4_or_subunit_C_of_CAF1_complex/WD_domain_-_G-beta_repeat_-_putative,"[313068, 318963]"
lre_56.2,LinJ.30,315510,318963,+,,,LINF_30T0015100,False,False,False,True,False,,,"[315510, 318963]"
lre_57.1,LinJ.30,477196,481025,+,LINF_300019400,,,True,False,False,False,False,,amidohydrolase,"[477196, 481025]"
lre_57.1,LinJ.30,477196,481025,+,,LINF_30T0019400,LINF_300019400,False,True,False,False,False,,amidohydrolase,"[477196, 481025]"
lre_57.1,LinJ.30,478506,481025,+,,,LINF_30T0019400,False,False,False,True,False,,,"[478506, 481025]"
